"Project","Year","Species","Counts","5yrGeomean","10yrGeomean"
"Rocky Reach",2012,"Steelhead",13100,17109,13697
"Rocky Reach",2012,"Wild.Steelhead",5395,6516,5536
"Rocky Reach",2012,"Sockeye",363314,198051,85927
"Rocky Reach",2012,"Coho",2397,3680,2315
"Rocky Reach",2012,"Jack.Coho",43,239,NA
"Rocky Reach",2012,"Lamprey",805,424,572
"Rocky Reach",2013,"Chinook",114909,62730,52712
"Rocky Reach",2013,"Jack.Chinook",14251,8915,6993
"Rocky Reach",2013,"Steelhead",9201,15761,13174
"Rocky Reach",2013,"Wild.Steelhead",4584,6480,5498
"Rocky Reach",2013,"Sockeye",131655,190157,99506
"Rocky Reach",2013,"Coho",485,2566,2161
"Rocky Reach",2013,"Jack.Coho",48,137,NA
"Rocky Reach",2013,"Lamprey",1625,570,547
"Rocky Reach",2014,"Chinook",90303,70491,55370
"Rocky Reach",2014,"Jack.Chinook",12865,9586,7149
"Rocky Reach",2014,"Steelhead",10587,12836,12759
"Rocky Reach",2014,"Wild.Steelhead",4973,5686,5161
"Rocky Reach",2014,"Sockeye",492892,247072,119151
"Rocky Reach",2014,"Coho",13101,3040,2863
"Rocky Reach",2014,"Jack.Coho",69,100,151
"Rocky Reach",2014,"Lamprey",3799,962,623
"Rocky Reach",2015,"Chinook",126417,84190,60425
"Rocky Reach",2015,"Jack.Chinook",4685,9965,7407
"Rocky Reach",2015,"Steelhead",10894,11626,12906
"Rocky Reach",2015,"Wild.Steelhead",4370,5096,5175
"Rocky Reach",2015,"Sockeye",216389,232124,136501
"Rocky Reach",2015,"Coho",2016,2992,3010
"Rocky Reach",2015,"Jack.Coho",124,76,148
"Rocky Reach",2015,"Lamprey",2134,1456,735
"Rocky Reach",2016,"Chinook",81607,91710,63280
"Rocky Reach",2016,"Jack.Chinook",4645,7847,7696
"Rocky Reach",2016,"Steelhead",5728,9555,12463
"Rocky Reach",2016,"Wild.Steelhead",1880,3989,4938
"Rocky Reach",2016,"Sockeye",235925,260673,170596
"Rocky Reach",2016,"Coho",391,1644,2627
"Rocky Reach",2016,"Jack.Coho",27,54,125
"Rocky Reach",2016,"Lamprey",3553,2066,922
"Rocky Reach",2017,"Chinook",60157,91575,68525
"Rocky Reach",2017,"Jack.Chinook",2685,6397,6949
"Rocky Reach",2017,"Steelhead",3988,7532,11352
"Rocky Reach",2017,"Wild.Steelhead",1617,3135,4520
"Rocky Reach",2017,"Sockeye",46701,172944,185072
"Rocky Reach",2017,"Coho",5373,1932,2666
"Rocky Reach",2017,"Jack.Coho",59,58,118
"Rocky Reach",2017,"Lamprey",23986,4074,1314
"Rocky Reach",2018,"Chinook",46253,76336,69200
"Rocky Reach",2018,"Jack.Chinook",2920,4659,6445
"Rocky Reach",2018,"Steelhead",4238,6450,10083
"Rocky Reach",2018,"Wild.Steelhead",1602,2541,4057
"Rocky Reach",2018,"Sockeye",162684,180421,185225
"Rocky Reach",2018,"Coho",4009,2947,2750
"Rocky Reach",2018,"Jack.Coho",415,89,110
"Rocky Reach",2018,"Lamprey",5218,5145,1713
"Rocky Reach",2019,"Chinook",53501,68749,69615
"Rocky Reach",2019,"Jack.Chinook",2133,3252,5584
"Rocky Reach",2019,"Steelhead",3298,5108,8097
"Rocky Reach",2019,"Wild.Steelhead",1801,2074,3434
"Rocky Reach",2019,"Sockeye",50464,114375,168104
"Rocky Reach",2019,"Coho",6409,2555,2787
"Rocky Reach",2019,"Jack.Coho",401,127,113
"Rocky Reach",2019,"Lamprey",906,3863,1927
"Rocky Reach",2020,"Chinook",81009,62894,72767
"Rocky Reach",2020,"Jack.Chinook",3505,3069,5530
"Rocky Reach",2020,"Steelhead",5398,4439,7184
"Rocky Reach",2020,"Wild.Steelhead",1996,1773,3006
"Rocky Reach",2020,"Sockeye",249521,117681,165277
"Rocky Reach",2020,"Coho",14607,3796,3370
"Rocky Reach",2020,"Jack.Coho",1518,209,126
"Rocky Reach",2020,"Lamprey",319,2641,1961
"Rocky Reach",2021,"Chinook",3,8160,27356
"Rocky Reach",2021,"Steelhead",151,2145,4527
"Rocky Reach",2021,"Wild.Steelhead",55,875,1868
"Tumwater",1999,"Chinook",2282,NA,NA
"Tumwater",1999,"Jack.Chinook",64,NA,NA
"Tumwater",1999,"Steelhead",488,NA,NA
"Tumwater",1999,"Sockeye",1172,NA,NA
"Tumwater",2000,"Chinook",2604,NA,NA
"Tumwater",2000,"Jack.Chinook",761,NA,NA
"Tumwater",2000,"Steelhead",727,NA,NA
"Tumwater",2000,"Sockeye",20979,NA,NA
"Tumwater",2000,"Coho",24,NA,NA
"Tumwater",2001,"Chinook",10619,NA,NA
"Tumwater",2001,"Jack.Chinook",329,NA,NA
"Tumwater",2001,"Steelhead",1662,NA,NA
"Tumwater",2001,"Sockeye",32633,NA,NA
"Tumwater",2001,"Coho",154,NA,NA
"Tumwater",2002,"Chinook",8991,4880,NA
"Tumwater",2002,"Jack.Chinook",11,115,NA
"Tumwater",2002,"Steelhead",1407,954,NA
"Tumwater",2002,"Sockeye",27821,12223,NA
"Tumwater",2002,"Coho",13,NA,NA
"Tumwater",2003,"Chinook",10068,5641,NA
"Tumwater",2003,"Jack.Chinook",313,141,NA
"Tumwater",2003,"Steelhead",2071,1114,NA
"Tumwater",2003,"Sockeye",5074,10252,NA
"Tumwater",2003,"Coho",283,61,NA
"Tumwater",2004,"Chinook",7574,7171,NA
"Tumwater",2004,"Jack.Chinook",1615,268,NA
"Tumwater",2004,"Steelhead",2681,1567,NA
"Tumwater",2004,"Sockeye",33167,20007,NA
"Tumwater",2004,"Coho",723,100,NA
"Tumwater",2005,"Chinook",9466,9283,NA
"Tumwater",2005,"Jack.Chinook",446,241,NA
"Tumwater",2005,"Steelhead",1345,1772,NA
"Tumwater",2005,"Sockeye",14218,18509,NA
"Tumwater",2005,"Coho",512,184,NA
"Tumwater",2006,"Chinook",11577,9444,6831
"Tumwater",2006,"Jack.Chinook",220,223,233
"Tumwater",2006,"Steelhead",740,1507,1210
"Tumwater",2006,"Sockeye",9657,14508,12276
"Tumwater",2006,"Coho",44,143,NA
"Tumwater",2007,"Chinook",2888,7525,6208
"Tumwater",2007,"Jack.Chinook",2619,665,305
"Tumwater",2007,"Steelhead",1284,1480,1218
"Tumwater",2007,"Sockeye",2607,9036,10335
"Tumwater",2007,"Coho",577,305,138
"Tumwater",2008,"Chinook",7791,7149,6350
"Tumwater",2008,"Jack.Chinook",667,773,330
"Tumwater",2008,"Steelhead",1931,1459,1275
"Tumwater",2008,"Sockeye",28340,12746,11431
"Tumwater",2008,"Coho",151,269,139
"Tumwater",2009,"Chinook",7110,7059,7115
"Tumwater",2009,"Jack.Chinook",2194,822,470
"Tumwater",2009,"Steelhead",2173,1399,1481
"Tumwater",2009,"Sockeye",16034,11022,14850
"Tumwater",2009,"Coho",1011,288,169
"Tumwater",2010,"Chinook",7472,6733,7906
"Tumwater",2010,"Jack.Chinook",483,836,449
"Tumwater",2010,"Steelhead",1545,1439,1597
"Tumwater",2010,"Sockeye",35821,13259,15666
"Tumwater",2010,"Coho",529,290,231
"Tumwater",2011,"Chinook",6369,5975,7512
"Tumwater",2011,"Jack.Chinook",2958,1405,559
"Tumwater",2011,"Steelhead",1299,1610,1558
"Tumwater",2011,"Sockeye",18634,15122,14812
"Tumwater",2011,"Coho",1439,582,289
"Tumwater",2012,"Chinook",7496,7230,7376
"Tumwater",2012,"Jack.Chinook",655,1065,841
"Tumwater",2012,"Steelhead",2310,1810,1637
"Tumwater",2012,"Sockeye",43512,26552,15489
"Tumwater",2012,"Coho",1203,675,454
"Tumwater",2013,"Chinook",7801,7232,7191
"Tumwater",2013,"Jack.Chinook",1707,1285,997
"Tumwater",2013,"Steelhead",1322,1678,1565
"Tumwater",2013,"Sockeye",29015,26677,18440
"Tumwater",2013,"Coho",205,717,440
"Tumwater",2013,"Jack.Coho",1,NA,NA
"Tumwater",2014,"Chinook",8968,7576,7313
"Tumwater",2014,"Jack.Chinook",1210,1141,969
"Tumwater",2014,"Steelhead",1774,1612,1502
"Tumwater",2014,"Sockeye",99901,38464,20590
"Tumwater",2014,"Coho",1922,816,485
"Tumwater",2015,"Chinook",6752,7424,7070
"Tumwater",2015,"Jack.Chinook",397,1097,957
"Tumwater",2015,"Steelhead",1407,1582,1508
"Tumwater",2015,"Sockeye",51566,41371,23421
"Tumwater",2015,"Coho",158,640,431
"Tumwater",2016,"Chinook",7218,7612,6744
"Tumwater",2016,"Jack.Chinook",468,759,1032
"Tumwater",2016,"Steelhead",643,1374,1487
"Tumwater",2016,"Sockeye",73697,54466,28699
"Tumwater",2016,"Coho",272,459,517
"Tumwater",2017,"Chinook",5214,7079,7154
"Tumwater",2017,"Jack.Chinook",560,735,885
"Tumwater",2017,"Steelhead",503,1013,1354
"Tumwater",2017,"Wild.Steelhead",188,NA,NA
"Tumwater",2017,"Sockeye",23854,48296,35810
"Tumwater",2017,"Coho",201,321,465
"Tumwater",2017,"Lamprey",10,NA,NA
"Tumwater",2018,"Chinook",3248,5941,6555
"Tumwater",2018,"Jack.Chinook",335,531,826
"Tumwater",2018,"Steelhead",506,836,1185
"Tumwater",2018,"Wild.Steelhead",62,NA,NA
"Tumwater",2018,"Sockeye",13973,41730,33365
"Tumwater",2018,"Coho",242,332,488
"Tumwater",2018,"Jack.Coho",3,NA,NA
"Tumwater",2018,"Lamprey",12,NA,NA
"Tumwater",2019,"Chinook",2651,4656,5939
"Tumwater",2019,"Jack.Chinook",365,418,690
"Tumwater",2019,"Steelhead",351,605,987
"Tumwater",2019,"Wild.Steelhead",189,NA,NA
"Tumwater",2019,"Sockeye",8875,25714,31449
"Tumwater",2019,"Coho",198,211,414
"Tumwater",2019,"Jack.Coho",10,NA,NA
"Tumwater",2019,"Lamprey",8,NA,NA
"Tumwater",2020,"Chinook",3501,4083,5506
"Tumwater",2020,"Jack.Chinook",550,446,699
"Tumwater",2020,"Steelhead",704,526,913
"Tumwater",2020,"Wild.Steelhead",333,165,NA
"Tumwater",2020,"Sockeye",43391,24841,32058
"Tumwater",2020,"Coho",2351,361,481
"Tumwater",2020,"Jack.Coho",37,NA,NA
"Tumwater",2020,"Lamprey",2,7,NA
"Tumwater",2021,"Chinook",12,1135,2940
"Tumwater",2021,"Jack.Chinook",6,187,376
"Tumwater",2021,"Steelhead",66,334,677
"Tumwater",2021,"Wild.Steelhead",35,121,NA
"Rock Island",1977,"Chinook",34390,NA,NA
"Rock Island",1977,"Jack.Chinook",13069,NA,NA
"Rock Island",1977,"Steelhead",9925,NA,NA
"Rock Island",1977,"Sockeye",90261,NA,NA
"Rock Island",1977,"Coho",519,NA,NA
"Rock Island",1978,"Chinook",40271,NA,NA
"Rock Island",1978,"Jack.Chinook",5842,NA,NA
"Rock Island",1978,"Steelhead",3254,NA,NA
"Rock Island",1978,"Sockeye",14936,NA,NA
"Rock Island",1978,"Coho",1229,NA,NA
"Rock Island",1979,"Chinook",27889,NA,NA
"Rock Island",1979,"Jack.Chinook",7396,NA,NA
"Rock Island",1979,"Steelhead",7325,NA,NA
"Rock Island",1979,"Sockeye",50583,NA,NA
"Rock Island",1979,"Coho",465,NA,NA
"Rock Island",1980,"Chinook",22840,30647,NA
"Rock Island",1980,"Jack.Chinook",4056,6918,NA
"Rock Island",1980,"Steelhead",7016,6383,NA
"Rock Island",1980,"Sockeye",52657,43531,NA
"Rock Island",1980,"Coho",784,694,NA
"Rock Island",1981,"Chinook",18294,27642,NA
"Rock Island",1981,"Jack.Chinook",2514,5650,NA
"Rock Island",1981,"Steelhead",7565,6603,NA
"Rock Island",1981,"Sockeye",47139,44230,NA
"Rock Island",1981,"Coho",827,719,NA
"Rock Island",1982,"Chinook",16536,23877,NA
"Rock Island",1982,"Jack.Chinook",6984,4985,NA
"Rock Island",1982,"Steelhead",10150,6633,NA
"Rock Island",1982,"Sockeye",41111,37793,NA
"Rock Island",1982,"Coho",1624,903,NA
"Rock Island",1983,"Chinook",18399,20414,NA
"Rock Island",1983,"Jack.Chinook",5209,4872,NA
"Rock Island",1983,"Steelhead",29666,10320,NA
"Rock Island",1983,"Sockeye",86424,53689,NA
"Rock Island",1983,"Coho",260,662,NA
"Rock Island",1984,"Chinook",28599,20517,24742
"Rock Island",1984,"Jack.Chinook",8274,4982,6024
"Rock Island",1984,"Steelhead",24803,13171,9920
"Rock Island",1984,"Sockeye",109092,62610,53348
"Rock Island",1984,"Coho",1426,829,764
"Rock Island",1985,"Chinook",45992,23600,26506
"Rock Island",1985,"Jack.Chinook",9423,5897,6331
"Rock Island",1985,"Steelhead",31995,17841,11298
"Rock Island",1985,"Sockeye",103200,71629,57406
"Rock Island",1985,"Coho",1093,885,795
"Rock Island",1986,"Chinook",43747,28096,27868
"Rock Island",1986,"Jack.Chinook",6723,7179,6369
"Rock Island",1986,"Steelhead",22867,22259,12124
"Rock Island",1986,"Sockeye",99576,83185,60657
"Rock Island",1986,"Coho",476,793,755
"Rock Island",1986,"Shad",4,NA,NA
"Rock Island",1987,"Chinook",46004,34476,28691
"Rock Island",1987,"Jack.Chinook",5454,6833,5836
"Rock Island",1987,"Steelhead",12706,23282,12427
"Rock Island",1987,"Sockeye",69868,92493,59123
"Rock Island",1987,"Coho",1404,770,834
"Rock Island",1988,"Chinook",38373,39936,28553
"Rock Island",1988,"Jack.Chinook",4933,6759,5738
"Rock Island",1988,"Steelhead",9358,18484,13812
"Rock Island",1988,"Sockeye",49177,82629,66606
"Rock Island",1988,"Coho",722,945,791
"Rock Island",1989,"Chinook",35041,41592,29212
"Rock Island",1989,"Jack.Chinook",2591,5358,5167
"Rock Island",1989,"Steelhead",9351,15208,14153
"Rock Island",1989,"Sockeye",37360,66689,64618
"Rock Island",1989,"Coho",287,685,754
"Rock Island",1990,"Chinook",24323,36616,29396
"Rock Island",1990,"Jack.Chinook",2876,4226,4992
"Rock Island",1990,"Steelhead",6936,11201,14137
"Rock Island",1990,"Sockeye",44143,56272,63488
"Rock Island",1990,"Coho",109,432,619
"Rock Island",1991,"Chinook",18133,30703,29370
"Rock Island",1991,"Jack.Chinook",3385,3684,5143
"Rock Island",1991,"Steelhead",11018,9679,14678
"Rock Island",1991,"Sockeye",62118,51204,65264
"Rock Island",1991,"Coho",152,344,522
"Rock Island",1991,"Jack.Coho",1,NA,NA
"Rock Island",1992,"Chinook",25176,27215,30631
"Rock Island",1992,"Jack.Chinook",4747,3583,4948
"Rock Island",1992,"Steelhead",12480,9645,14985
"Rock Island",1992,"Sockeye",68359,50981,68669
"Rock Island",1992,"Coho",49,176,368
"Rock Island",1993,"Chinook",36118,26888,32769
"Rock Island",1993,"Jack.Chinook",1079,2644,4227
"Rock Island",1993,"Steelhead",4831,8450,12498
"Rock Island",1993,"Sockeye",65630,54010,66804
"Rock Island",1993,"Coho",6,67,252
"Rock Island",1994,"Chinook",21065,24286,31782
"Rock Island",1994,"Jack.Chinook",3195,2757,3844
"Rock Island",1994,"Steelhead",5618,7631,10773
"Rock Island",1994,"Sockeye",10976,42275,53097
"Rock Island",1994,"Coho",14,37,159
"Rock Island",1994,"Shad",2,NA,NA
"Rock Island",1995,"Chinook",16891,22578,28753
"Rock Island",1995,"Jack.Chinook",4680,3039,3584
"Rock Island",1995,"Steelhead",4175,6895,8788
"Rock Island",1995,"Sockeye",9462,31068,41812
"Rock Island",1996,"Chinook",15873,21985,25980
"Rock Island",1996,"Jack.Chinook",2211,2791,3207
"Rock Island",1996,"Steelhead",7305,6351,7840
"Rock Island",1996,"Sockeye",29500,26769,37023
"Rock Island",1997,"Chinook",20066,21009,23912
"Rock Island",1997,"Jack.Chinook",1449,2201,2808
"Rock Island",1997,"Steelhead",7529,5740,7441
"Rock Island",1997,"Sockeye",40375,24093,35047
"Rock Island",1998,"Chinook",17831,18243,22148
"Rock Island",1998,"Jack.Chinook",2044,2501,2572
"Rock Island",1998,"Steelhead",4859,5747,6969
"Rock Island",1998,"Sockeye",9367,16323,29692
"Rock Island",1998,"Coho",9,NA,NA
"Rock Island",1999,"Chinook",29488,19513,21769
"Rock Island",1999,"Jack.Chinook",3310,2519,2635
"Rock Island",1999,"Steelhead",6361,5891,6705
"Rock Island",1999,"Wild.Steelhead",1743,NA,NA
"Rock Island",1999,"Sockeye",18371,18094,27657
"Rock Island",1999,"Coho",12,NA,NA
"Rock Island",2000,"Chinook",44364,23670,23117
"Rock Island",2000,"Jack.Chinook",16614,3246,3141
"Rock Island",2000,"Steelhead",10510,7086,6990
"Rock Island",2000,"Wild.Steelhead",4420,NA,NA
"Rock Island",2000,"Sockeye",76512,27484,29221
"Rock Island",2000,"Coho",2014,NA,NA
"Rock Island",2000,"Lamprey",822,NA,NA
"Rock Island",2001,"Chinook",101945,34335,27474
"Rock Island",2001,"Jack.Chinook",21154,5099,3772
"Rock Island",2001,"Steelhead",28466,9301,7686
"Rock Island",2001,"Wild.Steelhead",16253,NA,NA
"Rock Island",2001,"Sockeye",104840,35418,30791
"Rock Island",2001,"Coho",10467,218,NA
"Rock Island",2001,"Lamprey",1460,NA,NA
"Rock Island",2002,"Chinook",125376,49532,32259
"Rock Island",2002,"Jack.Chinook",5133,6566,3802
"Rock Island",2002,"Steelhead",15295,10718,7844
"Rock Island",2002,"Wild.Steelhead",4938,4987,NA
"Rock Island",2002,"Sockeye",44319,36084,29485
"Rock Island",2002,"Coho",1751,331,NA
"Rock Island",2002,"Lamprey",4878,NA,NA
"Rock Island",2003,"Chinook",119909,72514,36372
"Rock Island",2003,"Jack.Chinook",11926,9344,4834
"Rock Island",2003,"Steelhead",17481,13846,8920
"Rock Island",2003,"Wild.Steelhead",5554,5095,NA
"Rock Island",2003,"Sockeye",34779,46909,27671
"Rock Island",2003,"Coho",5841,1209,NA
"Rock Island",2003,"Lamprey",5000,2326,NA
"Rock Island",2004,"Chinook",89911,90626,42052
"Rock Island",2004,"Jack.Chinook",7854,11106,5289
"Rock Island",2004,"Steelhead",19547,17331,10105
"Rock Island",2004,"Wild.Steelhead",14191,7750,NA
"Rock Island",2004,"Sockeye",106666,66686,34736
"Rock Island",2004,"Coho",5982,4189,NA
"Rock Island",2004,"Lamprey",2362,2333,NA
"Rock Island",2005,"Chinook",77196,101244,48953
"Rock Island",2005,"Jack.Chinook",3746,8245,5173
"Rock Island",2005,"Steelhead",12409,17916,11268
"Rock Island",2005,"Wild.Steelhead",6446,8358,NA
"Rock Island",2005,"Sockeye",71226,65738,42506
"Rock Island",2005,"Coho",6580,5308,989
"Rock Island",2005,"Lamprey",2267,2858,NA
"Rock Island",2006,"Chinook",77601,95867,57372
"Rock Island",2006,"Jack.Chinook",4176,5960,5513
"Rock Island",2006,"Steelhead",9382,14350,11553
"Rock Island",2006,"Wild.Steelhead",4090,6342,5802
"Rock Island",2006,"Sockeye",35132,52827,43255
"Rock Island",2006,"Coho",5597,4683,1199
"Rock Island",2006,"Lamprey",1326,2803,NA
"Rock Island",2007,"Chinook",37685,75381,61104
"Rock Island",2007,"Jack.Chinook",9974,6807,6685
"Rock Island",2007,"Steelhead",13296,13953,12229
"Rock Island",2007,"Wild.Steelhead",5631,6511,5783
"Rock Island",2007,"Sockeye",25122,47157,41251
"Rock Island",2007,"Coho",16604,7344,1560
"Rock Island",2007,"Jack.Coho",548,NA,NA
"Rock Island",2007,"Lamprey",1300,2152,2014
"Rock Island",2008,"Chinook",60056,65645,68994
"Rock Island",2008,"Jack.Chinook",8019,6288,7665
"Rock Island",2008,"Steelhead",16288,13758,13802
"Rock Island",2008,"Wild.Steelhead",6194,6655,5823
"Rock Island",2008,"Sockeye",193739,66486,55846
"Rock Island",2008,"Coho",6736,7557,3023
"Rock Island",2008,"Jack.Coho",1657,NA,NA
"Rock Island",2008,"Lamprey",880,1520,1837
"Rock Island",2009,"Chinook",69971,62434,75221
"Rock Island",2009,"Jack.Chinook",17449,7376,9051
"Rock Island",2009,"Steelhead",37800,15697,16494
"Rock Island",2009,"Wild.Steelhead",12095,6445,7068
"Rock Island",2009,"Sockeye",162830,72355,69463
"Rock Island",2009,"Coho",19805,9601,6342
"Rock Island",2009,"Jack.Coho",2100,NA,NA
"Rock Island",2009,"Lamprey",375,1052,1567
"Rock Island",2010,"Chinook",88355,64143,80586
"Rock Island",2010,"Jack.Chinook",8315,8651,8446
"Rock Island",2010,"Steelhead",22179,17630,17773
"Rock Island",2010,"Wild.Steelhead",10504,7106,7707
"Rock Island",2010,"Sockeye",338310,98811,80596
"Rock Island",2010,"Coho",6209,9490,7097
"Rock Island",2010,"Jack.Coho",1486,1297,NA
"Rock Island",2010,"Lamprey",318,710,1425
"Rock Island",2011,"Chinook",66374,62169,77201
"Rock Island",2011,"Jack.Chinook",28116,12668,8689
"Rock Island",2011,"Steelhead",19024,20308,17071
"Rock Island",2011,"Wild.Steelhead",8554,8236,7227
"Rock Island",2011,"Sockeye",146111,131402,83316
"Rock Island",2011,"Coho",30341,13307,7894
"Rock Island",2011,"Jack.Coho",704,1148,NA
"Rock Island",2011,"Lamprey",886,655,1355
"Rock Island",2012,"Chinook",82413,72701,74029
"Rock Island",2012,"Jack.Chinook",9661,12588,9257
"Rock Island",2012,"Steelhead",15454,20928,17089
"Rock Island",2012,"Wild.Steelhead",6507,8478,7430
"Rock Island",2012,"Sockeye",410620,229762,104091
"Rock Island",2012,"Coho",8115,11532,9203
"Rock Island",2012,"Jack.Coho",162,900,NA
"Rock Island",2012,"Lamprey",1048,628,1162
"Rock Island",2013,"Chinook",139088,85998,75135
"Rock Island",2013,"Jack.Chinook",19133,14979,9705
"Rock Island",2013,"Steelhead",11505,19522,16388
"Rock Island",2013,"Wild.Steelhead",6063,8442,7495
"Rock Island",2013,"Sockeye",159208,220916,121193
"Rock Island",2013,"Coho",2359,9349,8405
"Rock Island",2013,"Jack.Coho",252,617,NA
"Rock Island",2013,"Lamprey",2157,751,1069
"Rock Island",2014,"Chinook",128423,97103,77862
"Rock Island",2014,"Jack.Chinook",16681,14845,10464
"Rock Island",2014,"Steelhead",15037,16236,15964
"Rock Island",2014,"Wild.Steelhead",7116,7592,6995
"Rock Island",2014,"Sockeye",581121,284927,143583
"Rock Island",2014,"Coho",47345,11129,10337
"Rock Island",2014,"Jack.Coho",242,401,612
"Rock Island",2014,"Lamprey",2451,1093,1072
"Rock Island",2015,"Chinook",161452,109545,83825
"Rock Island",2015,"Jack.Chinook",6551,14153,11065
"Rock Island",2015,"Steelhead",14041,14817,16163
"Rock Island",2015,"Wild.Steelhead",5980,6783,6943
"Rock Island",2015,"Sockeye",264678,271278,163723
"Rock Island",2015,"Coho",4360,10370,9920
"Rock Island",2015,"Jack.Coho",139,249,519
"Rock Island",2015,"Lamprey",2165,1604,1068
"Rock Island",2016,"Chinook",116070,122501,87268
"Rock Island",2016,"Jack.Chinook",6207,10463,11513
"Rock Island",2016,"Steelhead",7166,12189,15733
"Rock Island",2016,"Wild.Steelhead",2540,5321,6620
"Rock Island",2016,"Sockeye",310341,315388,203574
"Rock Island",2016,"Coho",2359,6222,9099
"Rock Island",2016,"Jack.Coho",130,178,452
"Rock Island",2016,"Lamprey",3939,2162,1190
"Rock Island",2017,"Chinook",78749,121391,93943
"Rock Island",2017,"Jack.Chinook",3321,8451,10314
"Rock Island",2017,"Steelhead",5265,9827,14341
"Rock Island",2017,"Wild.Steelhead",2374,4349,6072
"Rock Island",2017,"Sockeye",73218,223399,226558
"Rock Island",2017,"Coho",13090,6846,8885
"Rock Island",2017,"Jack.Coho",110,165,385
"Rock Island",2017,"Lamprey",21137,3943,1573
"Rock Island",2018,"Chinook",56028,101207,93293
"Rock Island",2018,"Jack.Chinook",3913,6152,9600
"Rock Island",2018,"Steelhead",5229,8393,12801
"Rock Island",2018,"Wild.Steelhead",2133,3529,5458
"Rock Island",2018,"Sockeye",172009,226881,223879
"Rock Island",2018,"Coho",7736,8681,9009
"Rock Island",2018,"Jack.Coho",655,199,351
"Rock Island",2018,"Lamprey",4998,4665,1872
"Rock Island",2019,"Chinook",62572,87651,92256
"Rock Island",2019,"Jack.Chinook",3415,4480,8155
"Rock Island",2019,"Steelhead",4360,6552,10314
"Rock Island",2019,"Wild.Steelhead",2539,2872,4669
"Rock Island",2019,"Sockeye",58562,143373,202116
"Rock Island",2019,"Coho",12907,6694,8631
"Rock Island",2019,"Jack.Coho",687,246,314
"Rock Island",2019,"Lamprey",1067,3950,2078
"Rock Island",2020,"Chinook",92228,78365,92653
"Rock Island",2020,"Jack.Chinook",4658,4185,7696
"Rock Island",2020,"Steelhead",6753,5660,9158
"Rock Island",2020,"Wild.Steelhead",2816,2470,4093
"Rock Island",2020,"Sockeye",280440,145042,198360
"Rock Island",2020,"Coho",28594,9751,10056
"Rock Island",2020,"Jack.Coho",2379,433,329
"Rock Island",2020,"Lamprey",481,2924,2166
"Rock Island",2021,"Chinook",46,16358,44765
"Rock Island",2021,"Jack.Chinook",2,838,2961
"Rock Island",2021,"Steelhead",128,2530,5554
"Rock Island",2021,"Wild.Steelhead",52,1135,2457
"Rock Island",2021,"Coho",1,2063,3583
"Wanapum",2006,"Chinook",84618,NA,NA
"Wanapum",2006,"Jack.Chinook",2466,NA,NA
"Wanapum",2006,"Steelhead",10409,NA,NA
"Wanapum",2006,"Sockeye",26710,NA,NA
"Wanapum",2006,"Coho",3205,NA,NA
"Wanapum",2006,"Jack.Coho",608,NA,NA
"Wanapum",2006,"Shad",281,NA,NA
"Wanapum",2006,"Lamprey",4381,NA,NA
"Wanapum",2007,"Chinook",61641,NA,NA
"Wanapum",2007,"Jack.Chinook",6354,NA,NA
"Wanapum",2007,"Steelhead",17348,NA,NA
"Wanapum",2007,"Sockeye",24097,NA,NA
"Wanapum",2007,"Coho",9428,NA,NA
"Wanapum",2007,"Jack.Coho",747,NA,NA
"Wanapum",2007,"Shad",1015,NA,NA
"Wanapum",2007,"Lamprey",4771,NA,NA
"Wanapum",2008,"Chinook",72352,NA,NA
