Common Population Name,NMFS_POPID,NWR Population Name,Recovery Domain,Major Population Group,ESU,Species,Run,Start Year,End Year,Year,Spawners,FracWild,Age 1 Returns,Age 2 Returns,Age 3 Returns,Age 4 Returns,Age 5 Returns,Age 6 Returns,Age 7 Returns,Natural Spawners inc Jacks,Total Spawners inc. Jacks,Total Spawners exc. Jacks,Jack frac of hatchery spawners,Adult Natural Harvest Rates,Natural Origin Brood Stk,Contact Agency
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,2014,52989,0.25,0,0.22,0.26,0.47,0.05,0,0,-99,52989,-99,-99,0.476,1030,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,2013,51239,0.40,0,0.25,0.59,0.16,0.01,0,0,-99,51239,-99,-99,0.476,698,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,2012,30363,0.37,0,0.27,0.57,0.12,0.04,0,0,-99,30363,-99,-99,0.498,1482,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,2011,23580,0.34,0,0.37,0.21,0.39,0.03,0,0,-99,23580,-99,-99,0.454,706,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,2010,39764,0.19,0,0.16,0.57,0.22,0.05,0,0,-99,39764,-99,-99,0.439,647,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,2009,20685,0.21,0,0.21,0.30,0.39,0.10,0,0,-99,20685,-99,-99,0.52,703,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,2008,11925,0.25,0,0.18,0.27,0.41,0.14,0.01,0,-99,11925,-99,-99,0.454,934,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,2007,8354,0.34,0,0.13,0.34,0.37,0.16,0,0,-99,8354,-99,-99,0.417,926,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,2006,6485,0.61,0,0.22,0.24,0.39,0.15,0,0,-99,6485,-99,-99,0.517,684,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,2005,9924,0.46,0,0.14,0.41,0.37,0.09,0,0,-99,9924,-99,-99,0.543,593,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,2004,15610,0.39,0,0.11,0.11,0.32,0.29,0.07,0,-99,15610,-99,-99,0.471,1129,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,2003,12429,0.28,0,0,0.19,0.65,0.16,0,0,-99,12429,-99,-99,0.44,401,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,2002,9347,0.23,0,0.15,0.32,0.38,0.14,0.01,0,-99,9347,-99,-99,0.471,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,2001,9545,0.54,0,0,0.24,0.50,0.26,0.01,0,-99,9545,-99,-99,0.38,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,2000,2558,0.45,0,0,0.42,0.38,0.20,0,0,-99,2558,-99,-99,0.46,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,1999,1795,0.50,0,0,0.08,0.55,0.37,0.01,0,-99,1795,-99,-99,0.487,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,1998,916,0.33,0,0.15,0.32,0.38,0.14,0.01,0,-99,916,-99,-99,0.416,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,1997,992,0.80,0,0.15,0.32,0.38,0.14,0.01,0,-99,992,-99,-99,0.495,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,1996,899,0.71,0,0.15,0.32,0.38,0.14,0.01,0,-99,899,-99,-99,0.38,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,1995,617,0.57,0,0.15,0.32,0.38,0.14,0.01,0,-99,617,-99,-99,0.428,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,1994,592,0.69,0,0.15,0.32,0.38,0.14,0.01,0,-99,592,-99,-99,0.478,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,1993,937,0.79,0,0.15,0.32,0.38,0.14,0.01,0,-99,937,-99,-99,0.633,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,1992,660,0.83,0,0.15,0.32,0.38,0.14,0.01,0,-99,660,-99,-99,0.619,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,1991,571,0.56,0,0.15,0.32,0.38,0.14,0.01,0,-99,571,-99,-99,0.667,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,1990,317,0.25,0,0.15,0.32,0.38,0.14,0.01,0,-99,317,-99,-99,0.775,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,1989,677,0.44,0,0.15,0.32,0.38,0.14,0.01,0,-99,677,-99,-99,0.763,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,1988,609,0.60,0,0.15,0.32,0.38,0.14,0.01,0,-99,609,-99,-99,0.808,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,1987,902,0.28,0,0.15,0.32,0.38,0.14,0.01,0,-99,902,-99,-99,0.758,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,1986,761,0.59,0,0.15,0.32,0.38,0.14,0.01,0,-99,761,-99,-99,0.752,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,1985,673,0.65,0,0.15,0.32,0.38,0.14,0.01,0,-99,673,-99,-99,0.532,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,1984,618,0.52,0,0.15,0.32,0.38,0.14,0.01,0,-99,618,-99,-99,0.572,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,1983,532,0.81,0,0.15,0.32,0.38,0.14,0.01,0,-99,532,-99,-99,0.384,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,1982,720,1,0,0.15,0.32,0.38,0.14,0.01,0,-99,720,-99,-99,0.217,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,1981,340,1,0,0.15,0.32,0.38,0.14,0.01,0,-99,340,-99,-99,0.305,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,1980,450,1,0,0.15,0.32,0.38,0.14,0.01,0,-99,450,-99,-99,0.26,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,1979,500,1,0,0.15,0.32,0.38,0.14,0.01,0,-99,500,-99,-99,0.507,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,1978,640,1,0,0.15,0.32,0.38,0.14,0.01,0,-99,640,-99,-99,0.612,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,1977,600,1,0,0.15,0.32,0.38,0.14,0.01,0,-99,600,-99,-99,0.646,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,1976,470,1,0,0.15,0.32,0.38,0.14,0.01,0,-99,470,-99,-99,-99,0,N/A
Snake River Lower Mainstem,56,Chinook Salmon (Snake River Fall-run ESU) - Snake River Lower Mainstem,Interior Columbia,Snake River,"Salmon, Chinook (Snake River fall-run ESU)", ,Fall-run,1975,2014,1975,1000,1,0,0.15,0.32,0.38,0.14,0.01,0,-99,1000,-99,-99,-99,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2014,993,1,0,0,0,0.94,0.06,0,0,-99,993,-99,-99,0.12,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2013,505,1,0,0,0.23,0.30,0.46,0.01,0,-99,505,-99,-99,0.09,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2012,940,1,0,0,0.02,0.33,0.64,0.01,0,-99,940,-99,-99,0.11,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2011,757,1,0,0,0.04,0.56,0.38,0.02,0,-99,757,-99,-99,0.09,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2010,791,1,0,0,0.05,0.69,0.26,0,0,-99,791,-99,-99,0.15,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2009,501,1,0,0,0.08,0.71,0.22,0,0,-99,501,-99,-99,0.09,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2008,437,1,0,0,0.03,0.48,0.45,0.04,0,-99,437,-99,-99,0.15,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2007,312,1,0,0,0.02,0.16,0.79,0.04,0,-99,312,-99,-99,0.09,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2006,158,1,0,0,0,0.67,0.33,0,0,-99,158,-99,-99,0.08,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2005,306,1,0,0,0,0.45,0.53,0.02,0,-99,306,-99,-99,0.08,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2004,342,1,0,0,0.03,0.89,0.08,0,0,-99,342,-99,-99,0.11,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2003,1315,1,0,0,0,0.04,0.94,0.02,0,-99,1315,-99,-99,0.09,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2002,1177,1,0,0,0.01,0.39,0.58,0.01,0,-99,1177,-99,-99,0.13,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2001,740,1,0,0,0,0.81,0.19,0,0,-99,740,-99,-99,0.15,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2000,325,1,0,0,0,0.82,0.19,0,0,-99,325,-99,-99,0.06,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1999,81,1,0,0,0.12,0.65,0.15,0.08,0,-99,81,-99,-99,0.04,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1998,391,1,0,0,0,0.04,0.88,0.09,0,-99,391,-99,-99,0.06,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1997,234,1,0,0,0.03,0.51,0.45,0,0,-99,234,-99,-99,0.07,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1996,60,1,0,0,0.04,0.69,0.27,0,0,-99,60,-99,-99,0.05,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1995,17,1,0,0,0.04,0.37,0.59,0,0,-99,17,-99,-99,0.05,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1994,34,1,0,0,0.04,0.37,0.59,0,0,-99,34,-99,-99,0.1,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1993,738,1,0,0,0,0.14,0.86,0,0,-99,738,-99,-99,0.07,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1992,185,1,0,0,0.01,0.45,0.55,0,0,-99,185,-99,-99,0.08,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1991,191,1,0,0,0.02,0.25,0.73,0,0,-99,191,-99,-99,0.1,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1990,196,1,0,0,0.01,0.47,0.53,0,0,-99,196,-99,-99,0.12,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1989,94,1,0,0,0,0.35,0.65,0,0,-99,94,-99,-99,0.1,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1988,1160,1,0,0,0,0.16,0.84,0,0,-99,1160,-99,-99,0.14,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1987,475,1,0,0,0,0.39,0.61,0,0,-99,475,-99,-99,0.08,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1986,244,1,0,0,0.04,0.39,0.57,0,0,-99,244,-99,-99,0.08,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1985,306,1,0,0,0,0.42,0.58,0,0,-99,306,-99,-99,0.07,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1984,155,1,0,0,0.04,0.37,0.59,0,0,-99,155,-99,-99,0.1,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1983,177,1,0,0,0.04,0.37,0.59,0,0,-99,177,-99,-99,0.09,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1982,90,1,0,0,0.04,0.37,0.59,0,0,-99,90,-99,-99,0.09,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1981,157,1,0,0,0,0.63,0.38,0,0,-99,157,-99,-99,0.07,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1980,43,1,0,0,0.04,0.37,0.59,0,0,-99,43,-99,-99,0.03,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1979,223,1,0,0,0.03,0.15,0.83,0,0,-99,223,-99,-99,0.04,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1978,741,1,0,0,0,0.09,0.91,0,0,-99,741,-99,-99,0.18,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1977,406,1,0,0,0,0.71,0.28,0,0,-99,406,-99,-99,0.36,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1976,259,1,0,0,0.04,0.37,0.59,0,0,-99,259,-99,-99,0.01,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1975,726,1,0,0,0,0.17,0.83,0,0,-99,726,-99,-99,0,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1974,450,1,0,0,0.01,0.40,0.59,0,0,-99,450,-99,-99,0.41,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1973,1442,1,0,0,0.01,0.10,0.90,0,0,-99,1442,-99,-99,0.61,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1972,819,1,0,0,0.01,0.48,0.52,0,0,-99,819,-99,-99,0.55,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1971,531,1,0,0,0.06,0.42,0.53,0,0,-99,531,-99,-99,0.39,0,N/A
Bear Valley Creek,58,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek Spring-run,Interior Columbia,Middle Fork Salmon,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1970,1203,1,0,0,0.02,0.30,0.68,0,0,-99,1203,-99,-99,0.49,0,N/A
