Common Population Name,NMFS_POPID,NWR Population Name,Recovery Domain,Major Population Group,ESU,Species,Run,Start Year,End Year,Year,Spawners,FracWild,Age 1 Returns,Age 2 Returns,Age 3 Returns,Age 4 Returns,Age 5 Returns,Age 6 Returns,Age 7 Returns,Natural Spawners inc Jacks,Total Spawners inc. Jacks,Total Spawners exc. Jacks,Jack frac of hatchery spawners,Adult Natural Harvest Rates,Natural Origin Brood Stk,Contact Agency
Marsh Creek,78,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek Spring-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1976,125,1,0,0,0.02,0.33,0.65,0,0,-99,125,-99,-99,0.01,0,N/A
Marsh Creek,78,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek Spring-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1975,523,1,0,0,0.01,0.17,0.83,0,0,-99,523,-99,-99,0,0,N/A
Marsh Creek,78,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek Spring-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1974,547,1,0,0,0,0.41,0.59,0,0,-99,547,-99,-99,0.41,0,N/A
Marsh Creek,78,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek Spring-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1973,1348,1,0,0,0.01,0.13,0.87,0,0,-99,1348,-99,-99,0.61,0,N/A
Marsh Creek,78,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek Spring-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1972,812,1,0,0,0.02,0.29,0.70,0,0,-99,812,-99,-99,0.55,0,N/A
Marsh Creek,78,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek Spring-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1971,731,1,0,0,0.05,0.35,0.61,0,0,-99,731,-99,-99,0.39,0,N/A
Marsh Creek,78,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek Spring-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1970,1187,1,0,0,0,0.31,0.69,0,0,-99,1187,-99,-99,0.49,0,N/A
Marsh Creek,78,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek Spring-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1969,578,1,0,0,0.01,0.35,0.64,0,0,-99,578,-99,-99,0.47,0,N/A
Marsh Creek,78,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek Spring-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1968,1213,1,0,0,0.01,0.49,0.49,0,0,-99,1213,-99,-99,0.49,0,N/A
Marsh Creek,78,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek Spring-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1967,1692,1,0,0,0.07,0.21,0.72,0,0,-99,1692,-99,-99,0.58,0,N/A
Marsh Creek,78,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek Spring-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1966,1057,1,0,0,0.01,0.43,0.55,0,0,-99,1057,-99,-99,0.49,0,N/A
Marsh Creek,78,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek Spring-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1965,1051,1,0,0,0.05,0.36,0.59,0,0,-99,1051,-99,-99,0.64,0,N/A
Marsh Creek,78,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek Spring-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1964,1845,1,0,0,0.02,0.30,0.68,0,0,-99,1845,-99,-99,0.62,0,N/A
Marsh Creek,78,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek Spring-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1963,968,1,0,0,0.03,0.35,0.62,0,0,-99,968,-99,-99,0.71,0,N/A
Marsh Creek,78,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek Spring-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1962,887,1,0,0,0.02,0.49,0.49,0,0,-99,887,-99,-99,0.69,0,N/A
Marsh Creek,78,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek Spring-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1961,1369,1,0,0,0.02,0.41,0.57,0,0,-99,1369,-99,-99,0.58,0,N/A
Marsh Creek,78,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek Spring-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1960,778,1,0,0,0.04,0.44,0.52,0,0,-99,778,-99,-99,0.71,0,N/A
Marsh Creek,78,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek Spring-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1959,229,1,0,0,0.02,0.33,0.65,0,0,-99,229,-99,-99,0.69,0,N/A
Marsh Creek,78,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek Spring-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1958,682,1,0,0,0.02,0.33,0.65,0,0,-99,682,-99,-99,0.75,0,N/A
Marsh Creek,78,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek Spring-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1957,906,1,0,0,0.02,0.33,0.65,0,0,-99,906,-99,-99,0.62,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2014,3,1,0,0,0.05,0.87,0.08,0,0,-99,3,-99,-99,0.124,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2013,0,1,0,0,0.30,0.36,0.34,0.01,0,-99,0,-99,-99,0.091,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2012,3,1,0,0,0.02,0.43,0.54,0.01,0,-99,3,-99,-99,0.106067215,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2011,3,1,0,0,0.08,0.48,0.42,0.02,0,-99,3,-99,-99,0.087886959,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2010,6,1,0,0,0.03,0.81,0.16,0.01,0,-99,6,-99,-99,0.149,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2009,3,1,0,0,0.09,0.74,0.17,0,0,-99,3,-99,-99,0.089,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2008,6,1,0,0,0.04,0.49,0.45,0.03,0,-99,6,-99,-99,0.152,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2007,0,1,0,0,0.04,0.19,0.74,0.03,0,-99,0,-99,-99,0.088,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2006,3,1,0,0,0,0.69,0.31,0,0,-99,3,-99,-99,0.079,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2005,0,1,0,0,0.03,0.53,0.43,0.02,0,-99,0,-99,-99,0.079,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2004,19,1,0,0,0.01,0.84,0.14,0.01,0,-99,19,-99,-99,0.108,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2003,35,1,0,0,0.02,0.15,0.81,0.02,0,-99,35,-99,-99,0.093881579,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2002,9,1,0,0,0.01,0.45,0.53,0.01,0,-99,9,-99,-99,0.12586598,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2001,63,1,0,0,0.01,0.91,0.08,0.01,0,-99,63,-99,-99,0.145,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,2000,44,1,0,0,0.07,0.77,0.16,0,0,-99,44,-99,-99,0.057,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1999,0,1,0,0,0.12,0.65,0.15,0.08,0,-99,0,-99,-99,0.042,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1998,0,1,0,0,0,0.04,0.90,0.06,0,-99,0,-99,-99,0.057,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1997,6,1,0,0,0.05,0.49,0.46,0,0,-99,6,-99,-99,0.072,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1996,0,1,0,0,0.03,0.66,0.31,0,0,-99,0,-99,-99,0.05,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1995,0,1,0,0,0.04,0.36,0.60,0,0,-99,0,-99,-99,0.05,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1994,0,1,0,0,0.04,0.36,0.60,0,0,-99,0,-99,-99,0.095,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1993,0,1,0,0,0,0.15,0.85,0,0,-99,0,-99,-99,0.071,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1992,0,1,0,0,0.02,0.57,0.42,0,0,-99,0,-99,-99,0.079,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1991,0,1,0,0,0.02,0.25,0.73,0,0,-99,0,-99,-99,0.101,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1990,0,1,0,0,0.01,0.47,0.53,0,0,-99,0,-99,-99,0.121,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1989,0,1,0,0,0,0.35,0.65,0,0,-99,0,-99,-99,0.099,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1988,-99,1,0,0,0,0.18,0.82,0,0,-99,-99,-99,-99,0.135,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1987,4,1,0,0,0,0.43,0.56,0,0,-99,4,-99,-99,0.08,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1986,-99,1,0,0,0.03,0.35,0.61,0,0,-99,-99,-99,-99,0.08,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1985,-99,1,0,0,0,0.42,0.58,0,0,-99,-99,-99,-99,0.068,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1984,-99,1,0,0,0.04,0.36,0.60,0,0,-99,-99,-99,-99,0.1,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1983,-99,1,0,0,0.04,0.36,0.60,0,0,-99,-99,-99,-99,0.091,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1982,-99,1,0,0,0.04,0.36,0.60,0,0,-99,-99,-99,-99,0.085,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1981,-99,1,0,0,0,0.62,0.38,0,0,-99,-99,-99,-99,0.066,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1980,-99,1,0,0,0.04,0.36,0.60,0,0,-99,-99,-99,-99,0.032,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1979,-99,1,0,0,0.02,0.15,0.83,0,0,-99,-99,-99,-99,0.043,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1978,-99,1,0,0,0,0.09,0.91,0,0,-99,-99,-99,-99,0.184946463,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1977,0,1,0,0,0,0.71,0.28,0,0,-99,0,-99,-99,0.355808656,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1976,6,1,0,0,0.04,0.36,0.60,0,0,-99,6,-99,-99,0.005,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1975,12,1,0,0,0,0.17,0.83,0,0,-99,12,-99,-99,0.002,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1974,31,1,0,0,0.01,0.40,0.59,0,0,-99,31,-99,-99,0.409038961,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1973,25,1,0,0,0.01,0.12,0.88,0,0,-99,25,-99,-99,0.608659608,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1972,67,1,0,0,0.01,0.44,0.55,0,0,-99,67,-99,-99,0.548664396,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1971,6,1,0,0,0.07,0.39,0.55,0,0,-99,6,-99,-99,0.385802014,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1970,83,1,0,0,0.02,0.30,0.68,0,0,-99,83,-99,-99,0.493483474,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1969,9,1,0,0,0.04,0.46,0.50,0,0,-99,9,-99,-99,0.466907789,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1968,28,1,0,0,0.05,0.49,0.45,0,0,-99,28,-99,-99,0.490129952,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1967,73,1,0,0,0.08,0.23,0.69,0,0,-99,73,-99,-99,0.584850277,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1966,89,1,0,0,0.03,0.41,0.56,0,0,-99,89,-99,-99,0.490027963,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1965,60,1,0,0,0.08,0.40,0.53,0,0,-99,60,-99,-99,0.642881096,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1964,246,1,0,0,0.04,0.38,0.58,0,0,-99,246,-99,-99,0.619816219,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1963,28,1,0,0,0.04,0.32,0.65,0,0,-99,28,-99,-99,0.710131395,0,N/A
Middle Fork Salmon River Lower Mainstem,81,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River Lower Mainstem Spring/Summer-run,Interior Columbia,Middle Fork Salmon River                          ,"Salmon, Chinook (Snake River spring/summer-run ESU)", ,Spring/Summer-run,1957,2014,1962,47,1,0,0,0.03,0.47,0.50,0,0,-99,47,-99,-99,0.693792187,0,N/A
