"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",127,0,1898,715,0,-1,0,0,0,0
"Ice Harbor",2,0,2361,476,0,0,0,0,0,0
"John Day",3,6,2798,934,0,0,1,0,-1,0
"Little Goose",1,1,1565,788,0,0,0,0,0,0
"Lower Granite",0,0,3525,1091,0,0,0,0,0,0
"Lower Monumental",0,0,4365,906,0,0,0,0,0,0
"McNary",7,0,3584,969,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,1018,961,0,0,0,0,0,0
"Roza",0,0,71,57,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",28,2,933,402,0,0,0,0,0,0
"Tumwater",0,0,18,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",22,0,3404,0,0,0,0,0,0,0
