"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",756541,131976,327249,109255,315666,98776,6387,2045668,24303,0
"Ice Harbor",125910,32934,153397,38284,958,3346,314,145569,414,0
"John Day",426968,97554,234391,76199,260633,35478,3844,0,5743,0
"Little Goose",117616,32908,135436,34371,1056,3279,577,0,84,0
"Lower Granite",113311,36583,134121,35589,1117,3036,309,16968,48,0
"Lower Monumental",122889,35319,151852,40111,1119,3320,545,0,141,0
"McNary",390833,71512,203614,61596,226532,24590,3214,745984,1499,0
"Priest Rapids",136034,12427,18524,0,266896,7711,703,6382,5141,0
"Prosser",10159,2262,2475,2309,753,2726,257,0,7,0
"Roza",5432,1630,300,249,758,58,2,0,0,0
"Rock Island",88358,12513,16485,6861,259215,9305,568,0,1534,59
"Rocky Reach",63884,8097,12806,5003,218302,2473,156,0,1415,124
"The Dalles",516432,109601,260272,84998,269257,43367,4038,828067,7031,0
"Tumwater",6998,1341,1040,0,39913,251,0,0,0,0
"Wanapum",88798,8185,15452,0,212317,3392,317,320,3120,0
"Wells",48509,6836,9733,3926,207588,1362,15,0,0,68
"Willamette Falls",36208,1981,22800,0,0,8962,2485,0,0,0
