"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",230872,43758,26590,10998,291421,-1,0,2018157,9348,0
"Ice Harbor",84256,15460,7827,2150,546,0,0,126789,55,0
"John Day",160144,33410,12688,5131,228501,0,1,0,1237,0
"Little Goose",79163,16986,5968,2839,464,0,0,0,3,0
"Lower Granite",75876,18095,9750,3855,392,0,0,9569,0,0
"Lower Monumental",84848,15539,10237,3351,570,0,0,0,11,0
"McNary",144778,26288,10828,3585,187844,3,0,643690,143,0
"Priest Rapids",50763,3134,624,0,186951,0,0,3820,268,0
"Prosser",7628,1844,1441,1346,174,0,0,0,6,0
"Roza",5129,1408,294,247,73,8,0,0,0,0
"Rock Island",44857,4556,416,239,143596,0,0,0,16,52
"Rocky Reach",24897,2161,519,323,104826,0,0,0,9,116
"The Dalles",183606,35778,12529,5514,241646,0,0,817125,1783,0
"Tumwater",2388,421,270,0,1756,0,0,0,0,0
"Wanapum",42491,2927,567,0,144950,0,0,162,114,0
"Wells",17711,2167,182,118,75017,0,0,0,0,66
"Willamette Falls",33148,1341,20720,0,0,0,0,0,0,0
