"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",694495,116113,310853,105126,315666,66903,4148,2045668,24180,0
"Ice Harbor",118894,27691,98956,25375,958,1603,198,145569,403,0
"John Day",368174,80707,181034,59981,260628,22009,2768,0,5648,0
"Little Goose",108830,27609,73870,20799,1056,891,200,0,84,0
"Lower Granite",103346,29621,68792,20555,1114,411,68,16968,48,0
"Lower Monumental",115637,29538,93167,26135,1119,1086,231,0,141,0
"McNary",322168,56681,144698,45407,226501,12870,2091,745984,1456,0
"Priest Rapids",111718,10164,16093,0,266896,2844,309,6377,4823,0
"Prosser",9385,2133,1803,1683,751,416,65,0,7,0
"Roza",5420,1623,294,247,752,8,0,0,0,0
"Rock Island",83241,11431,13813,5870,259195,1668,213,0,1415,59
"Rocky Reach",59999,7239,10267,4114,218281,284,35,0,1327,124
"The Dalles",456867,92606,217871,72739,269255,29319,3105,828067,6961,0
"Tumwater",6957,1337,850,0,39901,25,0,0,0,0
"Wanapum",78781,7122,13283,0,212317,985,152,317,2846,0
"Wells",47033,6375,7367,3059,207563,81,1,0,0,68
"Willamette Falls",35596,1785,22631,0,0,3361,1181,0,0,0
