"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",2,0,884,337,0,-1,0,0,0,0
"Ice Harbor",1,0,527,171,0,0,0,0,0,0
"John Day",1,5,912,279,0,0,1,0,-1,0
"Little Goose",0,0,58,29,0,0,0,0,0,0
"Lower Granite",0,0,59,15,0,0,0,0,0,0
"Lower Monumental",0,0,1667,610,0,0,0,0,0,0
"McNary",6,0,247,96,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,694,659,0,0,0,0,0,0
"Roza",0,0,14,11,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",7,0,182,73,0,0,0,0,0,0
"Tumwater",0,0,4,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",0,0,2023,0,0,0,0,0,0,0
