"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",298936,56247,231124,85594,315644,4016,421,2045569,22779,0
"Ice Harbor",89613,16563,31829,9594,958,0,0,145551,331,0
"John Day",189419,40838,77762,31899,260530,268,114,0,4896,0
"Little Goose",84487,18596,17947,7499,1054,0,0,0,74,0
"Lower Granite",80562,20148,19125,7749,1097,0,0,16966,40,0
"Lower Monumental",89998,17170,30723,10750,1119,0,0,0,118,0
"McNary",171786,31446,58515,22904,226390,59,19,745808,1187,0
"Priest Rapids",78720,6218,7971,0,266880,22,1,6307,3302,0
"Prosser",7910,1950,1449,1352,673,0,0,0,6,0
"Roza",5369,1596,294,247,709,8,0,0,0,0
"Rock Island",76714,9239,6319,3088,259074,0,1,0,796,59
"Rocky Reach",55017,5682,4595,2105,218177,0,0,0,714,124
"The Dalles",223589,44505,107993,45354,269196,575,162,828019,6278,0
"Tumwater",6905,1311,604,0,39541,0,0,0,0,0
"Wanapum",67769,4986,6934,0,212302,3,0,304,1618,0
"Wells",44029,5383,2670,1272,207410,0,0,0,0,68
"Willamette Falls",34757,1569,22260,0,0,31,41,0,0,0
