"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",0,0,411,156,0,-1,0,0,0,0
"Ice Harbor",0,0,205,102,0,0,0,0,0,0
"John Day",1,5,165,76,0,0,1,0,-1,0
"Lower Monumental",0,0,420,166,0,0,0,0,0,0
"McNary",7,0,134,43,0,0,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,286,264,0,0,0,0,0,0
"Roza",0,0,2,2,0,7,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",4,0,7,2,0,0,0,0,0,0
"Tumwater",0,0,3,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",0,0,750,0,0,0,0,0,0,0
