"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",763933,133611,329892,110080,315666,112586,7057,2045668,24308,0
"Ice Harbor",126556,33436,165216,41558,958,3936,350,145569,416,0
"John Day",434611,99254,245960,80599,260633,40455,4092,0,5759,0
"Little Goose",118681,33652,150961,37979,1056,4013,676,0,83,0
"Lower Granite",114427,37628,152369,40118,1117,3979,379,16968,48,0
"Lower Monumental",123523,35908,166110,44015,1119,4005,611,0,142,0
"McNary",401329,73612,216529,66104,226533,27719,3407,745984,1501,0
"Priest Rapids",143847,12984,18979,0,266896,9830,796,6383,5179,0
"Prosser",11384,2369,3271,3029,753,4859,353,0,7,0
"Roza",5432,1630,302,250,758,252,4,0,0,0
"Rock Island",90697,12829,16920,7025,259217,12871,685,0,1549,59
"Rocky Reach",65855,8387,13285,5189,218305,3588,197,0,1419,126
"The Dalles",524724,111428,267263,87458,269257,47838,4314,828067,7033,0
"Tumwater",6999,1341,1223,0,39913,642,0,0,0,0
"Wanapum",92597,8477,15910,0,212317,5353,374,320,3161,0
"Wells",49257,6995,10257,4141,207589,2109,20,0,0,68
"Willamette Falls",36278,1997,22860,0,0,9905,2622,0,0,0
