"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",365839,64830,250319,90531,315657,10809,898,2045668,23285,0
"Ice Harbor",92532,17436,38727,11228,958,7,2,145569,351,0
"John Day",206314,44474,91909,35753,260560,1011,294,0,5112,0
"Little Goose",86212,18998,21210,8477,1055,1,0,0,77,0
"Lower Granite",81759,20451,21888,8644,1102,0,0,16968,45,0
"Lower Monumental",92257,17945,35815,12169,1119,2,0,0,127,0
"McNary",181501,33413,68678,25825,226408,303,78,745984,1265,0
"Priest Rapids",80198,6830,9524,0,266889,51,8,6346,3760,0
"Prosser",7990,1967,1456,1359,679,0,0,0,6,0
"Roza",5389,1606,294,247,722,8,0,0,0,0
"Rock Island",77552,9822,7708,3632,259112,2,4,0,979,59
"Rocky Reach",55838,6078,5632,2489,218213,0,0,0,902,124
"The Dalles",251600,49579,123558,49411,269212,1837,451,828067,6500,0
"Tumwater",6921,1322,641,0,39669,0,0,0,0,0
"Wanapum",68429,5368,7847,0,212311,12,2,306,1922,0
"Wells",44776,5642,3539,1617,207468,0,0,0,0,68
"Willamette Falls",34850,1586,22332,0,0,79,65,0,0,0
