"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",161,0,2011,756,0,-1,0,0,0,0
"Ice Harbor",3,0,2590,513,0,0,0,0,0,0
"John Day",4,6,2940,984,0,0,1,0,-1,0
"Little Goose",2,1,1692,856,0,0,0,0,0,0
"Lower Granite",0,0,3947,1238,0,0,0,0,0,0
"Lower Monumental",0,0,4648,1028,0,0,0,0,0,0
"McNary",8,0,3972,1085,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,1046,984,0,0,0,0,0,0
"Roza",0,0,79,64,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",31,2,1026,448,0,0,0,0,0,0
"Tumwater",0,0,23,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",31,0,3518,0,0,0,0,0,0,0
