"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",194693,35264,9504,2796,70784,-1,0,1528093,4464,0
"Ice Harbor",75889,12938,5953,1655,18,0,0,42208,8,0
"John Day",128500,25808,6324,2413,32675,0,1,0,334,0
"Little Goose",68375,13115,5211,2601,6,0,0,0,-1,0
"Lower Granite",64932,13773,9156,3661,0,0,0,1390,0,0
"Lower Monumental",75221,12374,8557,2887,7,0,0,0,2,0
"McNary",112618,20402,7095,2282,16596,3,0,242493,27,0
"Priest Rapids",22683,2116,120,0,5392,0,0,51,62,0
"Prosser",7237,1596,1433,1338,23,0,0,0,6,0
"Roza",4134,780,294,247,0,8,0,0,0,0
"Rock Island",19682,2949,173,100,1596,0,0,0,1,38
"Rocky Reach",8091,1250,383,257,923,0,0,0,0,97
"The Dalles",150108,28498,3880,1438,42494,0,0,577796,570,0
"Tumwater",535,30,251,0,0,0,0,0,0,0
"Wanapum",19368,2266,155,0,2827,0,0,4,35,0
"Wells",5430,1453,116,82,364,0,0,0,0,56
"Willamette Falls",28176,1121,17558,0,0,0,0,0,0,0
