"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",0,0,141,52,0,-1,0,0,0,0
"Ice Harbor",0,0,19,10,0,0,0,0,0,0
"John Day",0,2,30,19,0,0,1,0,-1,0
"Lower Monumental",0,0,196,81,0,0,0,0,0,0
"McNary",3,0,38,7,0,0,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,59,59,0,0,0,0,0,0
"Roza",0,0,0,0,0,6,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",0,-1,4,3,0,0,0,0,0,0
"Tumwater",0,0,2,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",0,0,160,0,0,0,0,0,0,0
