"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",748862,130288,325169,108691,315666,90197,5924,2045668,24287,0
"Ice Harbor",125326,32497,144545,36086,958,3051,292,145569,414,0
"John Day",419824,95789,226930,73572,260632,32902,3707,0,5739,0
"Little Goose",116700,32316,123383,31700,1056,2820,511,0,85,0
"Lower Granite",112380,35694,120767,32441,1117,2475,262,16968,48,0
"Lower Monumental",122285,34728,141260,37481,1119,2870,498,0,141,0
"McNary",382517,69717,194784,58841,226529,22431,3043,745984,1495,0
"Priest Rapids",132519,12092,18220,0,266896,6779,633,6383,5101,0
"Prosser",9938,2235,2320,2171,753,2126,222,0,7,0
"Roza",5430,1629,297,248,757,31,0,0,0,0
"Rock Island",87497,12324,16155,6741,259211,7701,491,0,1520,59
"Rocky Reach",63239,7942,12444,4874,218299,1942,138,0,1408,124
"The Dalles",508634,107484,255080,83404,269256,40778,3898,828067,7027,0
"Tumwater",6992,1341,988,0,39913,169,0,0,0,0
"Wanapum",87211,8005,15146,0,212317,2548,274,319,3094,0
"Wells",48217,6757,9359,3785,207584,1019,11,0,0,68
"Willamette Falls",36134,1965,22769,0,0,8289,2352,0,0,0
