"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",246,0,2197,824,0,-1,0,0,0,0
"Ice Harbor",5,0,3005,576,0,0,0,0,0,0
"John Day",7,7,3201,1073,0,0,1,0,-1,0
"Little Goose",2,1,1891,980,0,0,0,0,0,0
"Lower Granite",0,0,4563,1444,0,0,0,0,0,0
"Lower Monumental",0,0,5024,1128,0,0,0,0,0,0
"McNary",8,0,4468,1229,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,1086,1021,0,0,0,0,0,0
"Roza",0,0,91,74,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",36,2,1251,538,0,0,0,0,0,0
"Tumwater",0,0,27,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",49,0,3756,0,0,0,0,0,0,0
