"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",306285,57380,234437,86475,315647,4873,476,2045597,22889,0
"Ice Harbor",89912,16633,32654,9805,958,0,0,145555,334,0
"John Day",191262,41290,79768,32474,260537,349,131,0,4938,0
"Little Goose",84689,18629,18293,7606,1054,0,0,0,75,0
"Lower Granite",80712,20175,19426,7847,1098,0,0,16967,41,0
"Lower Monumental",90236,17232,31249,10903,1119,0,0,0,120,0
"McNary",172773,31696,59984,23342,226392,79,22,745866,1203,0
"Priest Rapids",78952,6333,8199,0,266881,24,1,6315,3392,0
"Prosser",7924,1955,1450,1353,675,0,0,0,6,0
"Roza",5370,1596,294,247,711,8,0,0,0,0
"Rock Island",76843,9337,6539,3179,259081,0,1,0,840,59
"Rocky Reach",55173,5735,4776,2175,218184,0,0,0,744,124
"The Dalles",226988,45136,110454,46001,269199,721,216,828028,6309,0
"Tumwater",6908,1312,611,0,39571,0,0,0,0,0
"Wanapum",67861,5048,7052,0,212303,3,0,304,1684,0
"Wells",44153,5422,2794,1319,207424,0,0,0,0,68
"Willamette Falls",34767,1572,22267,0,0,33,42,0,0,0
