"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",263120,50488,194105,76289,315610,408,106,2045294,21817,0
"Ice Harbor",87757,16252,26198,8089,957,0,0,145428,295,0
"John Day",181134,38872,61242,26833,260472,14,13,0,4466,0
"Little Goose",83275,18421,15061,6533,1053,0,0,0,59,0
"Lower Granite",79704,19985,16337,6715,1091,0,0,16928,30,0
"Lower Monumental",88528,16852,26429,9414,1117,0,0,0,97,0
"McNary",166470,30418,47690,19389,226345,5,0,744945,1014,0
"Priest Rapids",76909,5385,6009,0,266825,1,0,6225,2523,0
"Prosser",7829,1928,1446,1349,668,0,0,0,6,0
"Roza",5353,1583,294,247,666,8,0,0,0,0
"Rock Island",74849,8289,4453,2283,258935,0,0,0,489,59
"Rocky Reach",53112,4990,3163,1515,218012,0,0,0,422,123
"The Dalles",208606,41506,88158,39543,269152,39,14,827849,5814,0
"Tumwater",6810,1290,534,0,39127,0,0,0,0,0
"Wanapum",66531,4461,5462,0,212253,1,0,281,1145,0
"Wells",42167,4981,1695,832,207140,0,0,0,0,68
"Willamette Falls",34696,1552,22181,0,0,14,26,0,0,0
