"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",115,0,1844,697,0,-1,0,0,0,0
"Ice Harbor",2,0,2281,461,0,0,0,0,0,0
"John Day",2,6,2739,915,0,0,1,0,-1,0
"Little Goose",1,1,1495,754,0,0,0,0,0,0
"Lower Granite",0,0,3315,1020,0,0,0,0,0,0
"Lower Monumental",0,0,4185,856,0,0,0,0,0,0
"McNary",7,0,3417,917,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,1005,951,0,0,0,0,0,0
"Roza",0,0,69,55,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",27,2,887,382,0,0,0,0,0,0
"Tumwater",0,0,16,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",18,0,3348,0,0,0,0,0,0,0
