"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",254345,48996,150235,63591,315546,34,12,2044781,20607,0
"Ice Harbor",87064,16164,22229,6862,953,0,0,145242,244,0
"John Day",178282,38214,52688,23703,260362,6,2,0,4042,0
"Little Goose",82781,18356,12622,5595,1046,0,0,0,49,0
"Lower Granite",79344,19910,14594,5991,1077,0,0,16795,21,0
"Lower Monumental",87976,16742,22592,8079,1114,0,0,0,79,0
"McNary",163826,29948,40447,16646,226227,3,0,743401,853,0
"Priest Rapids",74919,4651,4578,0,266644,0,0,6126,1868,0
"Prosser",7814,1923,1446,1349,665,0,0,0,6,0
"Roza",5341,1573,294,247,591,8,0,0,0,0
"Rock Island",72727,7678,3186,1677,258569,0,0,0,298,59
"Rocky Reach",50814,4569,2289,1129,217574,0,0,0,235,123
"The Dalles",203628,40563,74389,34704,269061,1,0,827691,5349,0
"Tumwater",6607,1266,476,0,38258,0,0,0,0,0
"Wanapum",64864,3995,4153,0,212049,0,0,265,801,0
"Wells",40147,4582,1132,568,206502,0,0,0,0,68
"Willamette Falls",34602,1518,22070,0,0,3,3,0,0,0
