"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",626155,100938,296609,101741,315665,55808,3343,2045668,24077,0
"Ice Harbor",111324,23977,74983,19819,958,690,113,145569,389,0
"John Day",318147,67642,151586,52059,260618,13486,1916,0,5541,0
"Little Goose",100400,23987,49068,15194,1056,234,64,0,82,0
"Lower Granite",94003,25276,45374,14969,1110,84,18,16968,48,0
"Lower Monumental",108359,25022,68124,20167,1119,342,74,0,138,0
"McNary",270887,47761,115712,38145,226481,6471,1022,745984,1416,0
"Priest Rapids",96143,8835,14277,0,266893,1219,186,6373,4597,0
"Prosser",8820,2066,1611,1506,743,89,19,0,6,0
"Roza",5412,1619,294,247,739,8,0,0,0,0
"Rock Island",80442,10905,11936,5177,259177,459,98,0,1333,59
"Rocky Reach",57909,6848,8686,3554,218261,49,17,0,1250,124
"The Dalles",400464,78214,190243,65988,269250,19816,2459,828067,6877,0
"Tumwater",6951,1337,782,0,39878,5,0,0,0,0
"Wanapum",73206,6497,11859,0,212317,503,104,316,2631,0
"Wells",46163,6140,6034,2564,207544,9,0,0,0,68
"Willamette Falls",35318,1715,22548,0,0,1414,536,0,0,0
