"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",0,0,721,275,0,-1,0,0,0,0
"Ice Harbor",0,0,419,155,0,0,0,0,0,0
"John Day",1,5,578,193,0,0,1,0,-1,0
"Lower Monumental",0,0,1523,553,0,0,0,0,0,0
"McNary",6,0,191,71,0,0,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,643,611,0,0,0,0,0,0
"Roza",0,0,10,7,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",5,0,67,33,0,0,0,0,0,0
"Tumwater",0,0,4,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",0,0,1825,0,0,0,0,0,0,0
