"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",782,1,2662,993,0,-1,0,0,0,0
"Ice Harbor",21,0,3839,855,0,0,0,0,0,0
"John Day",108,8,3806,1352,0,0,1,0,-1,0
"Little Goose",6,1,2654,1285,0,0,0,0,0,0
"Lower Granite",2,0,6189,2095,0,0,0,0,0,0
"Lower Monumental",7,0,5865,1544,0,0,0,0,0,0
"McNary",35,0,5189,1495,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",1,0,1165,1092,0,0,0,0,0,0
"Roza",0,0,135,107,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",223,2,1861,773,0,0,0,0,0,0
"Tumwater",0,0,43,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",169,0,4337,0,0,0,0,0,0,0
