"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",352993,63099,246900,89706,315655,9101,788,2045668,23202,0
"Ice Harbor",91752,17212,36935,10817,958,5,1,145569,344,0
"John Day",202406,43686,89032,34981,260556,832,246,0,5080,0
"Little Goose",85814,18898,20203,8168,1054,0,0,0,78,0
"Lower Granite",81427,20347,20704,8258,1101,0,0,16968,44,0
"Lower Monumental",91681,17679,33939,11683,1119,1,0,0,125,0
"McNary",179010,32926,66952,25353,226405,246,63,745984,1252,0
"Priest Rapids",79895,6755,9246,0,266886,43,7,6343,3699,0
"Prosser",7977,1964,1455,1358,678,0,0,0,6,0
"Roza",5386,1604,294,247,721,8,0,0,0,0
"Rock Island",77423,9738,7475,3541,259107,1,2,0,954,59
"Rocky Reach",55728,6025,5481,2436,218208,0,0,0,869,124
"The Dalles",245415,48468,120401,48575,269209,1523,401,828067,6457,0
"Tumwater",6919,1321,635,0,39652,0,0,0,0,0
"Wanapum",68297,5306,7624,0,212310,7,0,305,1862,0
"Wells",44670,5596,3392,1560,207462,0,0,0,0,68
"Willamette Falls",34823,1582,22313,0,0,70,60,0,0,0
