"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",514560,83319,276587,96946,315662,35519,2273,2045668,23784,0
"Ice Harbor",101375,20286,53519,14738,958,111,23,145569,376,0
"John Day",257338,54553,121759,44025,260600,5413,928,0,5357,0
"Little Goose",92430,20911,32911,11449,1055,36,10,0,80,0
"Lower Granite",86339,22197,31556,11466,1106,4,1,16968,47,0
"Lower Monumental",99523,20791,49139,15494,1119,53,9,0,135,0
"McNary",217090,39178,90376,31655,226452,1819,349,745984,1361,0
"Priest Rapids",85418,7771,12038,0,266892,317,55,6360,4236,0
"Prosser",8283,2008,1498,1400,716,9,3,0,6,0
"Roza",5399,1611,294,247,730,8,0,0,0,0
"Rock Island",78665,10400,9956,4439,259149,76,33,0,1196,59
"Rocky Reach",56724,6481,7218,3042,218243,5,5,0,1112,124
"The Dalles",326402,63259,160866,58755,269242,9462,1450,828067,6725,0
"Tumwater",6936,1332,701,0,39789,0,0,0,0,0
"Wanapum",70213,5942,10019,0,212315,137,40,316,2305,0
"Wells",45583,5909,4792,2085,207516,0,0,0,0,68
"Willamette Falls",35046,1633,22479,0,0,354,179,0,0,0
