"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",197154,35825,9896,2925,86173,-1,0,1602106,4685,0
"Ice Harbor",76498,13120,5992,1660,24,0,0,48198,9,0
"John Day",130333,26283,6472,2460,40406,0,1,0,355,0
"Little Goose",69020,13333,5222,2603,10,0,0,0,-1,0
"Lower Granite",65766,14012,9168,3665,1,0,0,1549,0,0
"Lower Monumental",76097,12623,8595,2895,9,0,0,0,2,0
"McNary",114393,20745,7163,2300,21426,3,0,262691,32,0
"Priest Rapids",23707,2156,128,0,7513,0,0,62,66,0
"Prosser",7287,1625,1433,1338,37,0,0,0,6,0
"Roza",4219,822,294,247,0,8,0,0,0,0
"Rock Island",20413,3011,176,102,2353,0,0,0,1,39
"Rocky Reach",8446,1272,385,258,1281,0,0,0,0,98
"The Dalles",152250,28896,4037,1492,52613,0,0,608146,608,0
"Tumwater",593,36,251,0,0,0,0,0,0,0
"Wanapum",19964,2303,160,0,4085,0,0,5,37,0
"Wells",5694,1472,118,83,557,0,0,0,0,57
"Willamette Falls",28500,1131,17782,0,0,0,0,0,0,0
