"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",339261,61409,243657,88872,315654,7704,699,2045653,23148,0
"Ice Harbor",91165,17031,35668,10518,958,3,1,145564,341,0
"John Day",199028,42981,86668,34376,260552,703,208,0,5044,0
"Little Goose",85469,18813,19677,8014,1054,0,0,0,77,0
"Lower Granite",81225,20305,20304,8136,1100,0,0,16968,44,0
"Lower Monumental",91230,17544,33149,11452,1119,0,0,0,124,0
"McNary",177027,32549,65074,24820,226402,187,49,745965,1244,0
"Priest Rapids",79682,6651,9006,0,266885,33,4,6342,3633,0
"Prosser",7965,1962,1453,1356,678,0,0,0,6,0
"Roza",5375,1599,294,247,719,8,0,0,0,0
"Rock Island",77280,9648,7249,3450,259102,0,1,0,929,59
"Rocky Reach",55559,5949,5276,2362,218202,0,0,0,835,124
"The Dalles",238824,47392,117336,47803,269207,1270,348,828061,6422,0
"Tumwater",6917,1319,629,0,39634,0,0,0,0,0
"Wanapum",68201,5265,7443,0,212309,3,0,304,1811,0
"Wells",44574,5552,3235,1495,207453,0,0,0,0,68
"Willamette Falls",34809,1579,22302,0,0,60,57,0,0,0
