"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",678095,112113,307304,104284,315666,63625,3917,2045668,24158,0
"Ice Harbor",116931,26615,92035,23777,958,1312,182,145569,400,0
"John Day",355866,77365,172764,57780,260627,19885,2561,0,5627,0
"Little Goose",106877,26641,66597,19178,1056,686,162,0,83,0
"Lower Granite",101277,28525,61494,18842,1113,281,47,16968,48,0
"Lower Monumental",113883,28382,86750,24647,1119,872,185,0,141,0
"McNary",307154,54086,136515,43316,226499,11085,1822,745984,1446,0
"Priest Rapids",106903,9759,15614,0,266895,2331,288,6376,4758,0
"Prosser",9236,2116,1740,1625,750,286,53,0,7,0
"Roza",5418,1622,294,247,749,8,0,0,0,0
"Rock Island",82365,11257,13280,5671,259191,1240,169,0,1395,59
"Rocky Reach",59452,7135,9866,3977,218276,171,28,0,1309,124
"The Dalles",443656,88702,210064,70733,269254,27393,2936,828067,6941,0
"Tumwater",6955,1337,831,0,39898,17,0,0,0,0
"Wanapum",77083,6915,12894,0,212317,859,140,317,2786,0
"Wells",46803,6314,7000,2925,207558,49,0,0,0,68
"Willamette Falls",35485,1759,22605,0,0,2583,937,0,0,0
