"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",261570,50226,188938,74953,315605,294,86,2045244,21674,0
"Ice Harbor",87616,16235,25715,7948,957,0,0,145414,290,0
"John Day",180689,38761,59353,26203,260466,13,11,0,4414,0
"Little Goose",83189,18411,14740,6415,1052,0,0,0,58,0
"Lower Granite",79644,19972,16068,6607,1090,0,0,16923,28,0
"Lower Monumental",88431,16831,25927,9247,1117,0,0,0,96,0
"McNary",166084,30350,46746,19043,226334,4,0,744752,993,0
"Priest Rapids",76678,5245,5796,0,266805,0,0,6218,2427,0
"Prosser",7825,1927,1446,1349,668,0,0,0,6,0
"Roza",5351,1581,294,247,658,8,0,0,0,0
"Rock Island",74581,8192,4257,2194,258903,0,0,0,464,59
"Rocky Reach",52801,4929,3033,1458,217970,0,0,0,395,123
"The Dalles",207629,41333,85392,38622,269140,27,9,827833,5759,0
"Tumwater",6785,1286,526,0,39044,0,0,0,0,0
"Wanapum",66309,4371,5288,0,212230,0,0,280,1094,0
"Wells",41927,4930,1593,790,207082,0,0,0,0,68
"Willamette Falls",34687,1548,22170,0,0,13,23,0,0,0
