"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",187542,33610,8457,2483,37321,-1,0,1314041,3793,0
"Ice Harbor",73419,12360,5855,1637,9,0,0,31172,6,0
"John Day",123231,24537,6003,2322,16309,0,1,0,276,0
"Little Goose",65607,12409,5176,2593,3,0,0,0,-1,0
"Lower Granite",62336,13052,9131,3656,0,0,0,735,0,0
"Lower Monumental",72115,11703,8473,2873,2,0,0,0,1,0
"McNary",107883,19483,6924,2242,7539,2,0,179842,20,0
"Priest Rapids",20415,2007,106,0,1897,0,0,27,52,0
"Prosser",7095,1519,1431,1337,11,0,0,0,6,0
"Roza",3841,657,294,247,0,8,0,0,0,0
"Rock Island",17965,2778,164,95,599,0,0,0,1,35
"Rocky Reach",7218,1192,376,253,289,0,0,0,0,91
"The Dalles",144030,27109,3531,1327,21119,0,0,485107,453,0
"Tumwater",390,18,250,0,0,0,0,0,0,0
"Wanapum",17749,2140,143,0,1158,0,0,2,30,0
"Wells",4958,1381,110,79,92,0,0,0,0,53
"Willamette Falls",27107,1077,16858,0,0,0,0,0,0,0
