"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",180198,31999,7685,2253,18096,-1,0,1099605,3207,0
"Ice Harbor",70735,11792,5773,1623,4,0,0,22409,5,0
"John Day",117474,23356,5755,2256,6855,0,1,0,210,0
"Little Goose",62732,11731,5150,2589,2,0,0,0,0,0
"Lower Granite",59724,12338,9116,3653,0,0,0,275,0,0
"Lower Monumental",68818,11079,8407,2863,0,0,0,0,1,0
"McNary",102676,18545,6797,2211,2723,2,0,124685,17,0
"Priest Rapids",18462,1896,94,0,661,0,0,16,44,0
"Prosser",6921,1423,1431,1337,3,0,0,0,6,0
"Roza",3510,531,294,247,0,8,0,0,0,0
"Rock Island",16524,2599,157,91,155,0,0,0,1,32
"Rocky Reach",6668,1135,369,249,63,0,0,0,0,85
"The Dalles",137855,25834,3289,1257,9523,0,0,417589,345,0
"Tumwater",274,10,249,0,0,0,0,0,0,0
"Wanapum",16148,2008,134,0,328,0,0,2,26,0
"Wells",4709,1314,106,76,21,0,0,0,0,50
"Willamette Falls",26055,1026,16150,0,0,0,0,0,0,0
