"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",204425,37456,11268,3430,135765,-1,0,1762730,5240,0
"Ice Harbor",78567,13642,6105,1686,50,0,0,61255,13,0
"John Day",135931,27677,7013,2640,74281,0,1,0,420,0
"Little Goose",71526,14155,5270,2615,18,0,0,0,-1,0
"Lower Granite",68032,14802,9201,3675,4,0,0,2299,0,0
"Lower Monumental",78163,13195,8708,2919,29,0,0,0,3,0
"McNary",119886,21766,7425,2372,43216,3,0,335447,45,0
"Priest Rapids",26876,2309,157,0,16702,0,0,148,83,0
"Prosser",7388,1689,1434,1339,73,0,0,0,6,0
"Roza",4478,965,294,247,2,8,0,0,0,0
"Rock Island",23076,3181,187,109,6782,0,0,0,1,40
"Rocky Reach",9864,1328,394,263,3840,0,0,0,0,102
"The Dalles",158432,30224,4575,1675,91191,0,0,682512,735,0
"Tumwater",807,62,253,0,3,0,0,0,0,0
"Wanapum",22481,2431,183,0,10938,0,0,7,41,0
"Wells",6502,1535,122,85,1622,0,0,0,0,60
"Willamette Falls",29540,1167,18364,0,0,0,0,0,0,0
