"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",766954,134162,332638,111107,315666,119684,7345,2045668,24327,0
"Ice Harbor",126982,33554,173554,44703,958,4164,380,145569,416,0
"John Day",437837,100086,254246,83804,260634,41608,4173,0,5761,0
"Little Goose",119441,34043,161164,40776,1058,4244,757,0,83,0
"Lower Granite",115214,38188,167249,44347,1117,4412,425,16968,48,0
"Lower Monumental",123853,36176,180996,49252,1119,4609,645,0,141,0
"McNary",404628,74322,226303,69063,226533,28808,3483,745984,1502,0
"Prosser",12210,2432,4615,4310,753,5833,408,0,7,0
"Roza",5432,1630,308,255,758,693,8,0,0,0
"The Dalles",527639,112331,271890,89176,269257,48717,4383,828067,7031,0
"Willamette Falls",36292,1997,23314,0,0,10506,2695,0,0,0
