"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",53,0,1458,555,0,-1,0,0,0,0
"Ice Harbor",2,0,1567,355,0,0,0,0,0,0
"John Day",2,6,2069,695,0,0,1,0,-1,0
"Little Goose",0,1,962,496,0,0,0,0,0,0
"Lower Granite",0,0,1818,542,0,0,0,0,0,0
"Lower Monumental",0,0,2989,796,0,0,0,0,0,0
"McNary",6,0,1752,499,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,898,856,0,0,0,0,0,0
"Roza",0,0,50,38,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",17,1,627,260,0,0,0,0,0,0
"Tumwater",0,0,9,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",6,0,2882,0,0,0,0,0,0,0
