"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",94,0,1730,657,0,-1,0,0,0,0
"Ice Harbor",2,0,2078,426,0,0,0,0,0,0
"John Day",2,6,2564,864,0,0,1,0,-1,0
"Little Goose",0,1,1350,680,0,0,0,0,0,0
"Lower Granite",0,0,2847,869,0,0,0,0,0,0
"Lower Monumental",0,0,3771,818,0,0,0,0,0,0
"McNary",7,0,2883,792,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,980,929,0,0,0,0,0,0
"Roza",0,0,65,53,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",24,2,808,343,0,0,0,0,0,0
"Tumwater",0,0,14,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",12,0,3227,0,0,0,0,0,0,0
