"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",699,1,2611,976,0,-1,0,0,0,0
"Ice Harbor",18,0,3732,810,0,0,0,0,0,0
"John Day",81,8,3733,1317,0,0,1,0,-1,0
"Little Goose",5,1,2552,1244,0,0,0,0,0,0
"Lower Granite",1,0,6027,2024,0,0,0,0,0,0
"Lower Monumental",6,0,5742,1492,0,0,0,0,0,0
"McNary",29,0,5133,1469,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",1,0,1155,1083,0,0,0,0,0,0
"Roza",0,0,129,103,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",175,2,1822,753,0,0,0,0,0,0
"Tumwater",0,0,41,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",152,0,4283,0,0,0,0,0,0,0
