"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",528,0,2506,936,0,-1,0,0,0,0
"Ice Harbor",13,0,3522,734,0,0,0,0,0,0
"John Day",37,7,3570,1230,0,0,1,0,-1,0
"Little Goose",4,1,2362,1167,0,0,0,0,0,0
"Lower Granite",0,0,5626,1846,0,0,0,0,0,0
"Lower Monumental",3,0,5491,1376,0,0,0,0,0,0
"McNary",17,0,4973,1398,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,1135,1063,0,0,0,0,0,0
"Roza",0,0,116,93,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",101,2,1722,708,0,0,0,0,0,0
"Tumwater",0,0,36,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",105,0,4124,0,0,0,0,0,0,0
