"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",265562,50833,199002,77572,315614,585,133,2045339,21950,0
"Ice Harbor",87920,16271,26761,8252,958,0,0,145442,300,0
"John Day",181636,39005,63176,27441,260479,18,16,0,4515,0
"Little Goose",83381,18435,15355,6632,1053,0,0,0,62,0
"Lower Granite",79767,19998,16593,6817,1092,0,0,16935,31,0
"Lower Monumental",88629,16869,26866,9560,1117,0,0,0,100,0
"McNary",166898,30497,48605,19703,226352,6,0,745118,1035,0
"Priest Rapids",77135,5473,6223,0,266843,2,0,6232,2612,0
"Prosser",7832,1929,1446,1349,668,0,0,0,6,0
"Roza",5356,1585,294,247,674,8,0,0,0,0
"Rock Island",75119,8412,4649,2377,258965,0,0,0,512,59
"Rocky Reach",53379,5047,3296,1567,218040,0,0,0,450,123
"The Dalles",209533,41694,90415,40243,269157,54,22,827866,5860,0
"Tumwater",6832,1293,543,0,39187,0,0,0,0,0
"Wanapum",66724,4539,5645,0,212267,1,0,282,1209,0
"Wells",42451,5026,1798,879,207197,0,0,0,0,68
"Willamette Falls",34706,1555,22194,0,0,15,27,0,0,0
