"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",240317,45866,49360,22616,310781,-1,0,2036126,12874,0
"Ice Harbor",85667,15876,10438,3022,843,0,0,140850,88,0
"John Day",168134,35471,21248,9378,253633,0,1,0,2014,0
"Little Goose",81041,17843,7075,3291,843,0,0,0,14,0
"Lower Granite",77744,19187,10614,4213,787,0,0,13733,2,0
"Lower Monumental",86476,16309,12517,4185,966,0,0,0,25,0
"McNary",153176,27922,15735,5795,218996,3,0,709793,265,0
"Priest Rapids",61813,3529,1180,0,248362,0,0,5120,501,0
"Prosser",7677,1877,1445,1348,417,0,0,0,6,0
"Roza",5251,1504,294,247,148,8,0,0,0,0
"Rock Island",57231,5684,767,433,226613,0,0,0,44,56
"Rocky Reach",35260,2974,730,416,182032,0,0,0,27,120
"The Dalles",192059,37726,25735,12377,263604,0,0,824626,2919,0
"Tumwater",4013,790,307,0,16014,0,0,0,0,0
"Wanapum",52502,3231,1049,0,194291,0,0,223,218,0
"Wells",26183,2890,288,171,158818,0,0,0,0,68
"Willamette Falls",33800,1409,21316,0,0,0,0,0,0,0
