"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",324,0,2329,872,0,-1,0,0,0,0
"Ice Harbor",6,0,3192,619,0,0,0,0,0,0
"John Day",12,7,3326,1116,0,0,1,0,-1,0
"Little Goose",2,1,2021,1022,0,0,0,0,0,0
"Lower Granite",0,0,4957,1577,0,0,0,0,0,0
"Lower Monumental",0,0,5196,1223,0,0,0,0,0,0
"McNary",8,0,4708,1299,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,1109,1041,0,0,0,0,0,0
"Roza",0,0,100,82,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",45,2,1498,621,0,0,0,0,0,0
"Tumwater",0,0,31,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",61,0,3915,0,0,0,0,0,0,0
