"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",270874,51711,208486,80018,315627,1021,195,2045416,22200,0
"Ice Harbor",88220,16310,27796,8533,958,0,0,145470,310,0
"John Day",182807,39299,66765,28604,260492,33,21,0,4615,0
"Little Goose",83579,18458,15961,6834,1053,0,0,0,65,0
"Lower Granite",79907,20024,17217,7064,1094,0,0,16946,33,0
"Lower Monumental",88891,16913,27672,9832,1118,0,0,0,106,0
"McNary",167736,30648,50641,20399,226365,14,4,745382,1074,0
"Priest Rapids",77579,5643,6688,0,266858,15,0,6250,2802,0
"Prosser",7836,1930,1446,1349,668,0,0,0,6,0
"Roza",5360,1589,294,247,687,8,0,0,0,0
"Rock Island",75625,8666,5044,2554,259006,0,0,0,574,59
"Rocky Reach",53863,5258,3607,1706,218096,0,0,0,509,124
"The Dalles",211945,42153,94040,41333,269166,110,44,827895,5976,0
"Tumwater",6870,1299,561,0,39276,0,0,0,0,0
"Wanapum",67042,4649,5969,0,212285,1,0,284,1309,0
"Wells",42893,5107,1989,964,207271,0,0,0,0,68
"Willamette Falls",34720,1560,22217,0,0,17,29,0,0,0
