"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",1,0,821,315,0,-1,0,0,0,0
"Ice Harbor",0,0,472,158,0,0,0,0,0,0
"John Day",1,5,777,250,0,0,1,0,-1,0
"McNary",6,0,214,82,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,676,642,0,0,0,0,0,0
"Roza",0,0,14,11,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",6,0,117,48,0,0,0,0,0,0
"Tumwater",0,0,4,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",0,0,1951,0,0,0,0,0,0,0
