"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",148745,25186,5426,1697,74,-1,0,186631,1019,0
"Ice Harbor",59281,8819,5612,1606,0,0,0,410,1,0
"John Day",96215,18715,5273,2127,8,0,1,0,77,0
"Little Goose",50846,8040,5092,2576,0,0,0,0,0,0
"Lower Granite",48165,8202,9077,3640,0,0,0,2,0,0
"Lower Monumental",57353,7836,8268,2838,0,0,0,0,1,0
"McNary",83949,14320,6500,2165,4,1,0,4710,8,0
"Priest Rapids",14115,1271,68,0,4,0,0,1,20,0
"Prosser",5912,947,1431,1337,0,0,0,0,6,0
"Roza",1764,84,294,247,0,8,0,0,0,0
"Rock Island",13019,1579,136,79,0,0,0,0,0,15
"Rocky Reach",5166,638,340,233,0,0,0,0,0,42
"The Dalles",113025,20671,2750,1129,18,0,0,95517,5,0
"Tumwater",51,0,248,0,0,0,0,0,0,0
"Wanapum",12654,1240,108,0,1,0,0,1,11,0
"Wells",3582,624,87,62,0,0,0,0,0,22
"Willamette Falls",21750,758,12567,0,0,0,0,0,0,0
