"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",208,0,2134,799,0,-1,0,0,0,0
"Ice Harbor",4,0,2874,553,0,0,0,0,0,0
"John Day",6,7,3132,1047,0,0,1,0,-1,0
"Little Goose",2,1,1834,949,0,0,0,0,0,0
"Lower Granite",0,0,4351,1379,0,0,0,0,0,0
"Lower Monumental",0,0,4877,1052,0,0,0,0,0,0
"McNary",8,0,4312,1178,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,1075,1011,0,0,0,0,0,0
"Roza",0,0,87,72,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",34,2,1167,508,0,0,0,0,0,0
"Tumwater",0,0,26,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",41,0,3672,0,0,0,0,0,0,0
