"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",411356,70683,260509,93019,315660,19260,1311,2045668,23517,0
"Ice Harbor",95046,18145,42700,12152,958,24,6,145569,365,0
"John Day",221862,47587,101761,38480,260573,2223,506,0,5216,0
"Little Goose",87967,19551,24881,9536,1055,2,0,0,79,0
"Lower Granite",82952,20878,24217,9413,1104,0,0,16968,47,0
"Lower Monumental",94123,18817,40226,13265,1119,7,0,0,130,0
"McNary",191493,34887,74510,27397,226415,548,138,745984,1304,0
"Priest Rapids",81561,7164,10503,0,266892,120,19,6358,3957,0
"Prosser",8073,1984,1466,1369,686,1,0,0,6,0
"Roza",5391,1608,294,247,724,8,0,0,0,0
"Rock Island",77918,10048,8473,3914,259128,12,11,0,1052,59
"Rocky Reach",56177,6236,6165,2680,218225,1,1,0,981,124
"The Dalles",274605,53840,136360,52729,269224,3774,724,828067,6573,0
"Tumwater",6926,1327,656,0,39719,0,0,0,0,0
"Wanapum",68961,5555,8708,0,212315,31,5,308,2068,0
"Wells",45132,5748,3993,1795,207492,0,0,0,0,68
"Willamette Falls",34919,1603,22397,0,0,121,85,0,0,0
