"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",85,0,1692,642,0,-1,0,0,0,0
"Ice Harbor",2,0,1975,409,0,0,0,0,0,0
"John Day",2,6,2460,834,0,0,1,0,-1,0
"Little Goose",0,1,1256,638,0,0,0,0,0,0
"Lower Granite",0,0,2574,783,0,0,0,0,0,0
"Lower Monumental",0,0,3563,818,0,0,0,0,0,0
"McNary",6,0,2632,728,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,965,915,0,0,0,0,0,0
"Roza",0,0,64,52,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",23,2,772,324,0,0,0,0,0,0
"Tumwater",0,0,13,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",11,0,3167,0,0,0,0,0,0,0
