"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",238648,45490,43204,19590,308676,-1,0,2033775,12132,0
"Ice Harbor",85462,15823,9762,2790,806,0,0,139247,78,0
"John Day",166498,35027,18886,8242,250756,0,1,0,1838,0
"Little Goose",80794,17735,6792,3172,773,0,0,0,11,0
"Lower Granite",77467,19041,10382,4113,711,0,0,13072,1,0
"Lower Monumental",86231,16193,11914,3953,897,0,0,0,21,0
"McNary",151725,27636,14445,5200,215690,3,0,699837,230,0
"Priest Rapids",59949,3454,1039,0,240182,0,0,4914,439,0
"Prosser",7673,1874,1445,1348,411,0,0,0,6,0
"Roza",5227,1486,294,247,112,8,0,0,0,0
"Rock Island",54952,5436,669,379,213217,0,0,0,36,56
"Rocky Reach",33290,2802,672,390,168420,0,0,0,22,119
"The Dalles",190260,37321,21969,10471,261039,0,0,823855,2648,0
"Tumwater",3559,708,293,0,10708,0,0,0,0,0
"Wanapum",50727,3140,921,0,187130,0,0,218,204,0
"Wells",24388,2721,260,157,144137,0,0,0,0,68
"Willamette Falls",33684,1393,21201,0,0,0,0,0,0,0
