"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",105,0,1788,678,0,-1,0,0,0,0
"Ice Harbor",2,0,2197,443,0,0,0,0,0,0
"John Day",2,6,2668,891,0,0,1,0,-1,0
"Little Goose",0,1,1432,717,0,0,0,0,0,0
"Lower Granite",0,0,3099,949,0,0,0,0,0,0
"Lower Monumental",0,0,4016,824,0,0,0,0,0,0
"McNary",7,0,3155,856,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,992,940,0,0,0,0,0,0
"Roza",0,0,67,54,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",27,2,847,362,0,0,0,0,0,0
"Tumwater",0,0,15,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",14,0,3297,0,0,0,0,0,0,0
