"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",192397,34729,9127,2677,57596,-1,0,1453813,4246,0
"Ice Harbor",75148,12749,5919,1649,15,0,0,38319,7,0
"John Day",126659,25319,6192,2373,26029,0,1,0,314,0
"Little Goose",67485,12877,5200,2598,4,0,0,0,-1,0
"Lower Granite",64041,13537,9146,3659,0,0,0,1151,0,0
"Lower Monumental",74339,12146,8528,2884,5,0,0,0,1,0
"McNary",111166,20115,7028,2267,13478,3,0,224359,24,0
"Priest Rapids",21890,2083,114,0,3984,0,0,38,57,0
"Prosser",7198,1575,1432,1338,17,0,0,0,6,0
"Roza",4057,743,294,247,0,8,0,0,0,0
"Rock Island",19033,2896,170,98,1159,0,0,0,1,37
"Rocky Reach",7837,1230,380,255,680,0,0,0,0,95
"The Dalles",147883,28007,3730,1391,33964,0,0,548116,533,0
"Tumwater",488,26,250,0,0,0,0,0,0,0
"Wanapum",18666,2230,150,0,1963,0,0,2,34,0
"Wells",5242,1431,114,81,237,0,0,0,0,55
"Willamette Falls",27846,1109,17313,0,0,0,0,0,0,0
