"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",243707,46661,67227,31185,313612,-1,0,2040095,14887,0
"Ice Harbor",86060,15998,12349,3659,903,0,0,142883,117,0
"John Day",171293,36257,27825,12497,257346,1,1,0,2444,0
"Little Goose",81559,18065,7883,3645,951,0,0,0,19,0
"Lower Granite",78253,19450,11245,4500,933,0,0,15089,4,0
"Lower Monumental",86984,16481,14263,4874,1049,0,0,0,32,0
"McNary",156689,28561,19986,7710,223412,3,0,725535,356,0
"Priest Rapids",65929,3704,1578,0,259085,0,0,5495,665,0
"Prosser",7683,1882,1446,1349,429,0,0,0,6,0
"Roza",5276,1527,294,247,269,8,0,0,0,0
"Rock Island",61878,6190,1066,586,245536,0,0,0,70,59
"Rocky Reach",39535,3394,908,496,202659,0,0,0,43,121
"The Dalles",195211,38475,36246,17486,266801,0,0,825958,3553,0
"Tumwater",4773,982,332,0,23630,0,0,0,0,0
"Wanapum",56212,3338,1402,0,204765,0,0,232,278,0
"Wells",30202,3305,385,217,185300,0,0,0,0,68
"Willamette Falls",34059,1439,21550,0,0,0,0,0,0,0
