"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",199718,36397,10329,3083,102076,-1,0,1669065,4897,0
"Ice Harbor",77202,13283,6028,1668,30,0,0,53369,11,0
"John Day",132443,26783,6667,2528,50742,0,1,0,374,0
"Little Goose",70185,13699,5237,2607,11,0,0,0,-1,0
"Lower Granite",66369,14227,9177,3668,2,0,0,1767,0,0
"Lower Monumental",76792,12829,8638,2903,14,0,0,0,3,0
"McNary",116298,21098,7241,2322,27084,3,0,285887,36,0
"Priest Rapids",24791,2208,134,0,9786,0,0,79,72,0
"Prosser",7329,1650,1433,1338,55,0,0,0,6,0
"Roza",4318,870,294,247,0,8,0,0,0,0
"Rock Island",21149,3061,179,104,3400,0,0,0,1,40
"Rocky Reach",8841,1290,388,260,1780,0,0,0,0,100
"The Dalles",154276,29344,4205,1548,65183,0,0,637732,649,0
"Tumwater",650,43,252,0,0,0,0,0,0,0
"Wanapum",20789,2350,169,0,5921,0,0,5,38,0
"Wells",5922,1491,120,84,810,0,0,0,0,58
"Willamette Falls",28783,1138,17966,0,0,0,0,0,0,0
