"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",27,0,1188,455,0,-1,0,0,0,0
"Ice Harbor",2,0,1166,298,0,0,0,0,0,0
"John Day",2,5,1609,540,0,0,1,0,-1,0
"Little Goose",0,1,572,282,0,0,0,0,0,0
"Lower Granite",0,0,1020,290,0,0,0,0,0,0
"Lower Monumental",0,0,2367,773,0,0,0,0,0,0
"McNary",6,0,1112,347,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,822,782,0,0,0,0,0,0
"Roza",0,0,35,24,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",11,1,451,186,0,0,0,0,0,0
"Tumwater",0,0,9,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",3,0,2588,0,0,0,0,0,0,0
