"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",253563,48867,145569,62048,315527,28,9,2044665,20470,0
"Ice Harbor",86990,16156,21580,6669,952,0,0,145203,236,0
"John Day",177872,38132,51463,23206,260330,6,2,0,3973,0
"Little Goose",82726,18348,12259,5456,1044,0,0,0,47,0
"Lower Granite",79291,19897,14271,5852,1075,0,0,16770,20,0
"Lower Monumental",87918,16731,21951,7850,1113,0,0,0,76,0
"McNary",163514,29888,39238,16165,226198,3,0,743052,823,0
"Priest Rapids",74643,4566,4377,0,266595,0,0,6110,1790,0
"Prosser",7813,1922,1446,1349,665,0,0,0,6,0
"Roza",5338,1570,294,247,573,8,0,0,0,0
"Rock Island",72319,7603,3029,1599,258476,0,0,0,277,59
"Rocky Reach",50345,4508,2175,1077,217457,0,0,0,216,122
"The Dalles",203081,40447,72570,33988,269033,1,0,827640,5258,0
"Tumwater",6566,1261,468,0,38073,0,0,0,0,0
"Wanapum",64548,3910,3939,0,212004,0,0,262,761,0
"Wells",39777,4529,1069,537,206331,0,0,0,0,68
"Willamette Falls",34589,1513,22060,0,0,2,2,0,0,0
