"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",758613,132405,327882,109448,315666,101724,6546,2045668,24305,0
"Ice Harbor",126073,33071,156038,39017,958,3446,321,145569,415,0
"John Day",429076,98011,236973,77163,260633,36585,3885,0,5747,0
"Little Goose",117846,33099,138801,35118,1056,3432,595,0,83,0
"Lower Granite",113563,36822,138099,36526,1117,3235,323,16968,48,0
"Lower Monumental",123047,35473,154974,40921,1119,3448,556,0,141,0
"McNary",393858,72101,206117,62439,226533,25092,3244,745984,1500,0
"Priest Rapids",137672,12545,18627,0,266896,8199,727,6382,5152,0
"Prosser",10324,2278,2539,2365,753,2931,268,0,7,0
"Roza",5432,1630,300,249,758,64,3,0,0,0
"Rock Island",88735,12581,16585,6898,259216,9995,594,0,1536,59
"Rocky Reach",64167,8153,12929,5046,218302,2691,169,0,1417,124
"The Dalles",518423,110053,261819,85503,269257,44238,4074,828067,7033,0
"Tumwater",6999,1341,1072,0,39913,302,0,0,0,0
"Wanapum",89437,8228,15559,0,212317,3761,326,320,3129,0
"Wells",48615,6868,9851,3974,207589,1479,16,0,0,68
"Willamette Falls",36230,1988,22810,0,0,9144,2520,0,0,0
