"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",0,0,15,6,0,0,0,0,0,0
"Ice Harbor",0,0,4,5,0,0,0,0,0,0
"John Day",0,1,5,3,0,0,2,0,0,0
"Lower Monumental",0,0,69,30,0,0,0,0,0,0
"McNary",1,0,6,2,0,0,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,3,3,0,0,0,0,0,0
"Roza",0,0,0,0,0,0,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",0,0,0,0,0,0,0,0,0,0
"Tumwater",0,0,1,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",0,0,10,0,0,0,0,0,0,0
