"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",746692,129787,324595,108544,315666,88426,5819,2045668,24286,0
"Ice Harbor",125177,32357,142526,35585,958,2981,288,145569,414,0
"John Day",418087,95364,225204,73006,260632,32131,3673,0,5736,0
"Little Goose",116465,32150,120520,31041,1056,2724,498,0,85,0
"Lower Granite",112150,35465,117594,31718,1117,2354,247,16968,48,0
"Lower Monumental",122117,34555,138629,36836,1119,2769,487,0,141,0
"McNary",380324,69224,192189,58085,226528,21926,2996,745984,1494,0
"Priest Rapids",131470,12012,18149,0,266896,6523,607,6383,5090,0
"Prosser",9908,2229,2290,2144,753,2027,212,0,7,0
"Roza",5430,1629,297,248,757,31,0,0,0,0
"Rock Island",87334,12283,16079,6714,259210,7340,477,0,1516,59
"Rocky Reach",63102,7907,12364,4845,218298,1834,131,0,1406,124
"The Dalles",507056,107071,253800,83014,269256,40184,3855,828067,7025,0
"Tumwater",6990,1341,976,0,39913,153,0,0,0,0
"Wanapum",86860,7955,15092,0,212317,2411,259,319,3084,0
"Wells",48164,6743,9284,3755,207583,936,10,0,0,68
"Willamette Falls",36105,1958,22763,0,0,8101,2316,0,0,0
