"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",11,0,1004,387,0,-1,0,0,0,0
"Ice Harbor",1,0,723,215,0,0,0,0,0,0
"John Day",1,5,1243,403,0,0,1,0,-1,0
"Little Goose",0,1,283,141,0,0,0,0,0,0
"Lower Granite",0,0,384,101,0,0,0,0,0,0
"Lower Monumental",0,0,1936,707,0,0,0,0,0,0
"McNary",6,0,588,187,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,755,716,0,0,0,0,0,0
"Roza",0,0,24,18,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",9,0,298,121,0,0,0,0,0,0
"Tumwater",0,0,6,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",0,0,2298,0,0,0,0,0,0,0
