"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",251491,48487,130846,56955,315444,9,5,2044277,19791,0
"Ice Harbor",86822,16130,19828,6118,949,0,0,145042,214,0
"John Day",176866,37869,47451,21556,260190,5,2,0,3728,0
"Little Goose",82530,18316,11116,4982,1039,0,0,0,41,0
"Lower Granite",79127,19843,13439,5491,1064,0,0,16661,17,0
"Lower Monumental",87741,16698,20289,7225,1108,0,0,0,65,0
"McNary",162576,29690,35374,14531,226072,3,0,741793,745,0
"Priest Rapids",73462,4329,3786,0,266333,0,0,6037,1537,0
"Prosser",7809,1919,1446,1349,665,0,0,0,6,0
"Roza",5331,1563,294,247,531,8,0,0,0,0
"Rock Island",71041,7334,2581,1366,258065,0,0,0,209,59
"Rocky Reach",49134,4344,1868,937,216991,0,0,0,169,122
"The Dalles",201569,40119,66872,31707,268942,0,0,827454,4977,0
"Tumwater",6415,1244,444,0,37288,0,0,0,0,0
"Wanapum",63489,3759,3348,0,211759,0,0,258,637,0
"Wells",38624,4347,893,454,205640,0,0,0,0,68
"Willamette Falls",34551,1496,22020,0,0,0,1,0,0,0
