"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",0,0,660,251,0,-1,0,0,0,0
"Ice Harbor",0,0,387,155,0,0,0,0,0,0
"John Day",1,5,408,152,0,0,1,0,-1,0
"Lower Monumental",0,0,1324,496,0,0,0,0,0,0
"McNary",6,0,169,63,0,0,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,615,584,0,0,0,0,0,0
"Roza",0,0,9,6,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",5,0,47,26,0,0,0,0,0,0
"Tumwater",0,0,4,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",0,0,1714,0,0,0,0,0,0,0
