"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",246766,47432,88743,40853,314800,-1,0,2042045,16947,0
"Ice Harbor",86353,16055,14738,4475,929,0,0,144006,150,0
"John Day",173636,36886,35031,15939,259148,1,1,0,2859,0
"Little Goose",82034,18196,8877,4067,1000,0,0,0,26,0
"Lower Granite",78707,19666,12027,4874,1017,0,0,16001,8,0
"Lower Monumental",87294,16582,15947,5554,1084,0,0,0,40,0
"McNary",159058,29025,24918,9889,225070,3,0,734505,472,0
"Priest Rapids",69302,3891,2157,0,263632,0,0,5708,921,0
"Prosser",7741,1906,1446,1349,640,0,0,0,6,0
"Roza",5293,1542,294,247,351,8,0,0,0,0
"Rock Island",66136,6650,1452,787,253959,0,0,0,106,59
"Rocky Reach",43748,3769,1144,606,212166,0,0,0,74,122
"The Dalles",197755,39091,47481,23023,268210,0,0,826686,4121,0
"Tumwater",5419,1120,366,0,28706,0,0,0,0,0
"Wanapum",59488,3459,1921,0,209298,0,0,241,382,0
"Wells",33805,3706,517,278,198474,0,0,0,0,68
"Willamette Falls",34354,1470,21812,0,0,0,0,0,0,0
