"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",225666,42473,20467,7766,267110,-1,0,1994533,7903,0
"Ice Harbor",83290,15176,7144,1945,390,0,0,113482,40,0
"John Day",155164,32163,10551,4089,200908,0,1,0,959,0
"Little Goose",77754,16437,5673,2735,281,0,0,0,-1,0
"Lower Granite",74609,17344,9489,3763,195,0,0,7459,0,0
"Lower Monumental",83745,15116,9600,3152,381,0,0,0,7,0
"McNary",138955,25192,9518,3079,160989,3,0,589253,109,0
"Priest Rapids",44371,2921,445,0,139784,0,0,2442,182,0
"Prosser",7596,1828,1439,1344,140,0,0,0,6,0
"Roza",5021,1331,294,247,55,8,0,0,0,0
"Rock Island",37693,4041,315,185,87916,0,0,0,10,48
"Rocky Reach",19453,1746,459,296,59305,0,0,0,4,112
"The Dalles",178697,34591,9338,3885,214985,0,0,805914,1415,0
"Tumwater",1891,284,264,0,492,0,0,0,0,0
"Wanapum",36213,2771,413,0,98973,0,0,97,78,0
"Wells",13563,1910,154,103,38579,0,0,0,0,66
"Willamette Falls",32418,1302,20245,0,0,0,0,0,0,0
