"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",39,0,1289,490,0,-1,0,0,0,0
"Ice Harbor",2,0,1303,316,0,0,0,0,0,0
"John Day",2,5,1787,602,0,0,1,0,-1,0
"Little Goose",0,1,755,373,0,0,0,0,0,0
"Lower Granite",0,0,1237,359,0,0,0,0,0,0
"Lower Monumental",0,0,2501,775,0,0,0,0,0,0
"McNary",6,0,1328,404,0,1,0,0,0,0
"Priest Rapids",0,0,0,0,0,0,0,0,0,0
"Prosser",0,0,849,809,0,0,0,0,0,0
"Roza",0,0,45,34,0,8,0,0,0,0
"Rock Island",0,0,0,0,0,0,0,0,0,0
"Rocky Reach",0,0,0,0,0,0,0,0,0,0
"The Dalles",14,1,519,208,0,0,0,0,0,0
"Tumwater",0,0,9,0,0,0,0,0,0,0
"Wanapum",0,0,0,0,0,0,0,0,0,0
"Wells",0,0,0,0,0,0,0,0,0,0
"Willamette Falls",3,0,2691,0,0,0,0,0,0,0
