"Project","Chinook","Jack.Chinook","Steelhead","Wild.Steelhead","Sockeye","Coho","Jack.Coho","Shad","Lamprey","Bull.Trout"
"Bonneville",255197,49156,156037,65478,315562,48,16,2044892,20812,0
"Ice Harbor",87131,16172,22870,7068,953,0,0,145280,255,0
"John Day",178647,38300,53777,24131,260388,7,3,0,4106,0
"Little Goose",82837,18365,12939,5716,1047,0,0,0,51,0
"Lower Granite",79385,19921,14866,6102,1080,0,0,16824,22,0
"Lower Monumental",88028,16755,23151,8282,1114,0,0,0,82,0
"McNary",164192,30013,41527,17072,226255,3,0,743657,881,0
"Priest Rapids",75231,4756,4780,0,266683,0,0,6144,1948,0
"Prosser",7816,1924,1446,1349,666,0,0,0,6,0
"Roza",5344,1574,294,247,604,8,0,0,0,0
"Rock Island",73118,7779,3373,1771,258648,0,0,0,322,59
"Rocky Reach",51266,4630,2397,1178,217673,0,0,0,256,123
"The Dalles",204149,40669,76056,35331,269077,2,1,827717,5422,0
"Tumwater",6646,1270,483,0,38464,0,0,0,0,0
"Wanapum",65144,4065,4357,0,212090,0,0,267,844,0
"Wells",40441,4634,1196,598,206639,0,0,0,0,68
"Willamette Falls",34615,1522,22084,0,0,5,5,0,0,0
